Adm_No,Name,Class,Gender,Subject,Marks,Percentage
4192,Student_4192,I,Female,Science,81.0,85.6
4194,Student_4194,III,Male,Science,79.7,81.8
4196,Student_4196,II,Female,Science,90.0,88.9
4204,Student_4204,I,Male,Science,84.2,84.9
4217,Student_4217,II,Female,Science,100.0,86.4
4219,Student_4219,I,Male,Science,78.9,87.7
4221,Student_4221,III,Female,Science,100.0,100.0
4223,Student_4223,II,Male,Science,74.4,82.0
4225,Student_4225,I,Other,Science,98.0,100.0
4227,Student_4227,III,Female,Science,70.9,78.8
4229,Student_4229,II,Male,Science,68.4,79.3
4230,Student_4230,III,Male,Science,80.7,81.5
4233,Student_4233,III,Male,Science,67.4,80.4
4237,Student_4237,I,Male,Science,84.1,77.7
4241,Student_4241,II,Male,Science,78.2,84.9
4259,Student_4259,II,Female,Science,81.4,79.1
4261,Student_4261,I,Other,Science,84.8,83.7
4262,Student_4262,II,Other,Science,86.2,81.9
4266,Student_4266,III,Male,Science,64.7,81.4
4270,Student_4270,I,Female,Science,79.4,89.0
4273,Student_4273,I,Other,Science,76.4,85.4
4274,Student_4274,II,Female,Science,73.6,77.6
4278,Student_4278,III,Female,Science,92.4,76.8
4281,Student_4281,III,Other,Science,90.7,88.4
4284,Student_4284,III,Male,Science,78.1,77.6
4286,Student_4286,II,Other,Science,100.0,100.0
4287,Student_4287,III,Other,Science,91.2,91.4
4290,Student_4290,III,Other,Science,84.9,85.3
4293,Student_4293,III,Female,Science,83.6,86.1
4295,Student_4295,II,Male,Science,67.5,81.0
4298,Student_4298,II,Male,Science,76.0,87.4
4302,Student_4302,III,Other,Science,100.0,95.9
4303,Student_4303,I,Other,Science,92.6,93.0
4306,Student_4306,I,Male,Science,85.6,83.4
4309,Student_4309,I,Male,Science,99.0,92.0
4317,Student_4317,III,Other,Science,100.0,97.3
4322,Student_4322,II,Female,Science,100.0,93.8
4324,Student_4324,I,Other,Science,77.0,76.9
4326,Student_4326,III,Male,Science,95.6,93.5
4330,Student_4330,I,Male,Science,77.3,79.4
4331,Student_4331,II,Other,Science,88.7,84.8
4332,Student_4332,III,Other,Science,84.9,86.8
4333,Student_4333,I,Male,Science,79.7,77.5
4336,Student_4336,I,Other,Science,86.2,81.2
4337,Student_4337,II,Female,Science,100.0,97.4
4344,Student_4344,III,Other,Science,86.2,78.0
4346,Student_4346,II,Other,Science,77.8,81.5
4347,Student_4347,III,Female,Science,81.1,77.7
4348,Student_4348,I,Female,Science,90.7,90.2
4351,Student_4351,I,Female,Science,89.5,76.3
4355,Student_4355,II,Male,Science,86.4,82.4
4358,Student_4358,II,Female,Science,89.9,88.1
4359,Student_4359,III,Male,Science,91.7,86.5
4361,Student_4361,II,Female,Science,100.0,83.8
4363,Student_4363,I,Male,Science,100.0,92.6
4364,Student_4364,II,Male,Science,83.3,79.0
4366,Student_4366,I,Other,Science,69.7,81.2
4367,Student_4367,II,Other,Science,100.0,90.9
4374,Student_4374,III,Other,Science,80.3,91.0
4377,Student_4377,III,Female,Science,87.3,77.0
4382,Student_4382,II,Female,Science,100.0,99.9
4385,Student_4385,II,Female,Science,72.0,76.6
4386,Student_4386,III,Other,Science,80.5,89.3
4389,Student_4389,III,Other,Science,70.2,85.2
4393,Student_4393,I,Other,Science,66.4,77.4
4395,Student_4395,III,Male,Science,74.9,81.5
4396,Student_4396,I,Female,Science,83.7,91.0
4397,Student_4397,II,Male,Science,82.2,87.9
4399,Student_4399,I,Male,Science,88.4,83.6
4404,Student_4404,III,Male,Science,95.3,100.0
4405,Student_4405,I,Male,Science,93.3,84.9
4406,Student_4406,II,Other,Science,81.8,78.9
4407,Student_4407,III,Male,Science,92.4,85.7
4409,Student_4409,II,Female,Science,76.3,82.9
4414,Student_4414,I,Other,Science,68.8,83.3
4415,Student_4415,II,Female,Science,91.7,95.9
4416,Student_4416,III,Other,Science,66.4,75.2
4429,Student_4429,I,Other,Science,96.9,79.8
4431,Student_4431,III,Female,Science,58.8,76.7
4434,Student_4434,III,Male,Science,64.4,78.0
4435,Student_4435,I,Female,Science,58.5,79.6
4442,Student_4442,II,Other,Science,100.0,100.0
4444,Student_4444,I,Other,Science,89.0,85.3
4445,Student_4445,II,Male,Science,82.1,77.8
4460,Student_4460,II,Other,Science,94.3,82.8
4461,Student_4461,III,Other,Science,78.4,78.7
4462,Student_4462,I,Male,Science,69.9,75.4
4463,Student_4463,II,Male,Science,78.0,84.0
4464,Student_4464,III,Female,Science,100.0,100.0
4465,Student_4465,I,Other,Science,92.9,78.8
4468,Student_4468,I,Male,Science,100.0,95.4
4469,Student_4469,II,Male,Science,91.9,100.0
4470,Student_4470,III,Male,Science,74.9,81.8
4477,Student_4477,I,Female,Science,100.0,87.3
4478,Student_4478,II,Female,Science,90.1,84.0
4479,Student_4479,III,Male,Science,94.3,82.6
4483,Student_4483,I,Female,Science,78.1,86.3
4484,Student_4484,II,Female,Science,100.0,90.8
4495,Student_4495,I,Other,Science,100.0,83.0
4502,Student_4502,II,Other,Science,100.0,91.6
4505,Student_4505,II,Female,Science,78.1,78.0
4511,Student_4511,II,Female,Science,83.9,89.8
4512,Student_4512,III,Female,Science,90.0,75.8
4514,Student_4514,II,Other,Science,72.4,82.2
4517,Student_4517,II,Other,Science,79.4,84.8
4518,Student_4518,III,Male,Science,56.8,82.5
4522,Student_4522,I,Other,Science,96.3,85.1
4524,Student_4524,III,Male,Science,100.0,95.0
4527,Student_4527,III,Other,Science,90.5,95.7
4528,Student_4528,I,Male,Science,90.5,89.0
4529,Student_4529,II,Other,Science,100.0,94.6
4534,Student_4534,I,Male,Science,96.9,89.5
4535,Student_4535,II,Other,Science,70.3,80.0
4537,Student_4537,I,Female,Science,99.7,80.9
4538,Student_4538,II,Other,Science,91.9,100.0
4539,Student_4539,III,Female,Science,66.8,79.0
4543,Student_4543,I,Female,Science,77.0,92.4
4546,Student_4546,I,Other,Science,97.7,98.1
4548,Student_4548,III,Female,Science,100.0,90.1
4549,Student_4549,I,Female,Science,92.5,83.8
4551,Student_4551,III,Male,Science,84.7,85.8
4557,Student_4557,III,Other,Science,92.5,83.6
4560,Student_4560,III,Other,Science,90.3,97.1
4561,Student_4561,I,Female,Science,76.1,79.6
4562,Student_4562,II,Male,Science,79.1,81.5
4563,Student_4563,III,Other,Science,100.0,93.3
4566,Student_4566,III,Female,Science,91.1,86.7
4567,Student_4567,I,Other,Science,82.4,83.5
4576,Student_4576,I,Female,Science,78.5,79.7
4582,Student_4582,I,Male,Science,74.9,89.7
4584,Student_4584,III,Male,Science,87.8,92.0
4587,Student_4587,III,Other,Science,89.9,84.2
4591,Student_4591,I,Male,Science,82.7,79.2
4592,Student_4592,II,Female,Science,84.8,81.7
4594,Student_4594,I,Male,Science,91.1,84.1
4597,Student_4597,I,Other,Science,75.6,77.9
4602,Student_4602,III,Male,Science,92.8,89.4
4611,Student_4611,III,Male,Science,66.2,81.2
4616,Student_4616,II,Male,Science,100.0,100.0
4627,Student_4627,I,Female,Science,84.1,82.4
4631,Student_4631,II,Female,Science,76.5,79.5
4633,Student_4633,I,Male,Science,87.5,86.7
4634,Student_4634,II,Male,Science,100.0,93.1
4636,Student_4636,I,Male,Science,77.2,86.7
4639,Student_4639,I,Male,Science,72.5,80.7
4641,Student_4641,III,Other,Science,54.6,75.5
4642,Student_4642,I,Other,Science,76.4,82.2
4644,Student_4644,III,Other,Science,81.9,76.4
4645,Student_4645,I,Other,Science,80.0,85.1
4646,Student_4646,II,Female,Science,81.4,77.7
4649,Student_4649,II,Male,Science,85.4,100.0
4651,Student_4651,I,Female,Science,100.0,100.0
4658,Student_4658,II,Female,Science,77.7,93.2
4660,Student_4660,I,Female,Science,84.0,83.2
4664,Student_4664,II,Male,Science,100.0,100.0
4666,Student_4666,I,Other,Science,73.4,76.1
4672,Student_4672,I,Male,Science,85.5,90.8
4674,Student_4674,III,Male,Science,100.0,77.8
4676,Student_4676,II,Female,Science,79.6,76.6
4677,Student_4677,III,Male,Science,74.7,78.8
4684,Student_4684,I,Male,Science,82.8,75.5
4685,Student_4685,II,Other,Science,96.5,84.1
4691,Student_4691,II,Female,Science,88.9,87.0
4696,Student_4696,I,Female,Science,94.3,78.7
4697,Student_4697,II,Female,Science,74.7,78.5
4698,Student_4698,III,Female,Science,100.0,94.3
4699,Student_4699,I,Male,Science,87.7,86.5
4701,Student_4701,III,Other,Science,92.0,87.6
4702,Student_4702,I,Male,Science,82.6,92.1
4705,Student_4705,I,Female,Science,90.9,79.7
4706,Student_4706,II,Female,Science,76.2,77.7
4710,Student_4710,III,Male,Science,72.8,83.7
4711,Student_4711,I,Female,Science,87.7,83.3
4712,Student_4712,II,Male,Science,100.0,100.0
4714,Student_4714,I,Female,Science,88.9,100.0
4717,Student_4717,I,Female,Science,92.3,89.2
4718,Student_4718,II,Female,Science,83.7,88.3
4722,Student_4722,III,Male,Science,89.2,80.4
4725,Student_4725,III,Male,Science,99.3,92.9
4733,Student_4733,II,Female,Science,74.9,77.4
4735,Student_4735,I,Male,Science,87.6,87.7
4741,Student_4741,I,Other,Science,80.8,82.6
4743,Student_4743,III,Other,Science,68.4,77.3
4745,Student_4745,II,Female,Science,97.9,100.0
4749,Student_4749,III,Other,Science,69.3,76.1
4751,Student_4751,II,Female,Science,99.9,99.1
4752,Student_4752,III,Female,Science,100.0,83.9
4755,Student_4755,III,Other,Science,96.7,98.6
4761,Student_4761,III,Other,Science,78.8,81.4
4768,Student_4768,I,Female,Science,100.0,100.0
4769,Student_4769,II,Female,Science,80.3,90.8
4775,Student_4775,II,Female,Science,100.0,96.5
4776,Student_4776,III,Other,Science,70.9,76.9
4778,Student_4778,II,Male,Science,86.8,82.0
4782,Student_4782,III,Female,Science,83.9,85.7
4783,Student_4783,I,Other,Science,73.9,75.6
4784,Student_4784,II,Female,Science,98.8,89.0
4790,Student_4790,II,Female,Science,79.1,75.1
4793,Student_4793,II,Female,Science,100.0,89.6
4797,Student_4797,III,Female,Science,82.0,81.3
4798,Student_4798,I,Other,Science,96.5,81.4
4801,Student_4801,I,Male,Science,98.6,100.0
4803,Student_4803,III,Female,Science,87.0,87.3
4805,Student_4805,II,Female,Science,87.0,87.7
4806,Student_4806,III,Other,Science,89.4,90.3
4807,Student_4807,I,Other,Science,98.4,93.0
4815,Student_4815,III,Other,Science,100.0,93.9
4823,Student_4823,II,Female,Science,81.1,76.8
4826,Student_4826,II,Other,Science,75.7,78.3
4835,Student_4835,II,Male,Science,86.1,89.1
4837,Student_4837,I,Female,Science,70.8,78.4
4840,Student_4840,I,Other,Science,100.0,91.0
4845,Student_4845,III,Female,Science,83.8,88.6
4846,Student_4846,I,Female,Science,94.8,78.8
4847,Student_4847,II,Other,Science,96.7,86.1
4848,Student_4848,III,Male,Science,66.8,83.0
4850,Student_4850,II,Male,Science,72.8,75.3
4853,Student_4853,II,Other,Science,68.3,76.0
4856,Student_4856,II,Male,Science,88.1,80.7
4862,Student_4862,II,Male,Science,100.0,90.9
4867,Student_4867,I,Male,Science,85.2,90.5
4868,Student_4868,II,Male,Science,71.3,91.4
4871,Student_4871,II,Male,Science,82.9,87.5
4880,Student_4880,II,Other,Science,79.2,80.6
4881,Student_4881,III,Female,Science,97.5,80.4
4885,Student_4885,I,Female,Science,78.5,77.8
4886,Student_4886,II,Other,Science,64.8,75.6
4888,Student_4888,I,Female,Science,92.8,93.6
4889,Student_4889,II,Female,Science,94.1,100.0
4896,Student_4896,III,Male,Science,75.7,80.1
4906,Student_4906,I,Other,Science,91.6,96.9
4907,Student_4907,II,Other,Science,74.5,80.4
4908,Student_4908,III,Female,Science,84.1,85.1
4913,Student_4913,II,Male,Science,83.2,79.0
4914,Student_4914,III,Other,Science,69.5,76.8
4919,Student_4919,II,Male,Science,89.0,84.1
4925,Student_4925,II,Female,Science,97.2,88.3
4927,Student_4927,I,Male,Science,86.3,79.0
4928,Student_4928,II,Other,Science,67.5,80.1
4932,Student_4932,III,Male,Science,87.0,83.9
4936,Student_4936,I,Female,Science,100.0,95.5
4937,Student_4937,II,Other,Science,97.5,100.0
4944,Student_4944,III,Male,Science,88.7,79.9
4945,Student_4945,I,Other,Science,100.0,92.3
4947,Student_4947,III,Female,Science,98.1,80.5
4962,Student_4962,III,Male,Science,100.0,100.0
4963,Student_4963,I,Other,Science,100.0,98.4
4967,Student_4967,II,Female,Science,98.3,86.0
4971,Student_4971,III,Other,Science,100.0,93.2
4972,Student_4972,I,Other,Science,81.8,77.6
4974,Student_4974,III,Other,Science,75.2,75.3
4976,Student_4976,II,Other,Science,83.5,95.9
4982,Student_4982,II,Male,Science,100.0,85.9
4983,Student_4983,III,Female,Science,97.1,82.9
4985,Student_4985,II,Female,Science,78.4,79.4
4986,Student_4986,III,Female,Science,76.7,83.4
4990,Student_4990,I,Female,Science,73.5,91.6
4991,Student_4991,II,Other,Science,78.2,79.6
4997,Student_4997,II,Male,Science,75.9,80.0
4998,Student_4998,III,Female,Science,87.3,78.4
5006,Student_5006,II,Male,Science,77.4,84.7
5007,Student_5007,III,Female,Science,89.8,83.7
5009,Student_5009,II,Other,Science,100.0,87.2
5014,Student_5014,I,Female,Science,67.2,79.8
5015,Student_5015,II,Male,Science,81.0,88.4
5016,Student_5016,III,Other,Science,62.4,76.1
5017,Student_5017,I,Male,Science,67.9,82.0
5018,Student_5018,II,Male,Science,81.9,85.2
5019,Student_5019,III,Female,Science,100.0,95.3
5020,Student_5020,I,Male,Science,89.1,80.2
5027,Student_5027,II,Male,Science,89.7,91.5
5028,Student_5028,III,Male,Science,95.7,100.0
5032,Student_5032,I,Male,Science,90.9,90.0
5034,Student_5034,III,Female,Science,100.0,89.1
5035,Student_5035,I,Female,Science,100.0,92.9
5038,Student_5038,I,Male,Science,100.0,93.3
5043,Student_5043,III,Other,Science,92.8,85.4
5046,Student_5046,III,Male,Science,91.5,87.6
5048,Student_5048,II,Other,Science,74.8,87.9
5049,Student_5049,III,Female,Science,97.6,87.1
5057,Student_5057,II,Other,Science,84.1,80.4
5064,Student_5064,III,Other,Science,74.4,82.7
5066,Student_5066,II,Other,Science,62.3,75.9
5067,Student_5067,III,Other,Science,86.0,76.9
5071,Student_5071,I,Female,Science,80.5,79.6
5072,Student_5072,II,Other,Science,100.0,98.1
5076,Student_5076,III,Female,Science,81.9,94.0
5087,Student_5087,II,Female,Science,67.1,79.7
5089,Student_5089,I,Male,Science,76.1,82.6
5090,Student_5090,II,Male,Science,81.4,79.1
5092,Student_5092,I,Female,Science,57.9,75.7
5094,Student_5094,III,Female,Science,90.8,88.3
5095,Student_5095,I,Male,Science,87.4,80.4
5098,Student_5098,I,Other,Science,80.4,75.6
5100,Student_5100,III,Other,Science,91.9,79.6
5101,Student_5101,I,Female,Science,100.0,90.4
5104,Student_5104,I,Male,Science,99.2,88.6
5107,Student_5107,I,Other,Science,81.7,86.9
5109,Student_5109,III,Other,Science,90.3,81.6
5110,Student_5110,I,Other,Science,70.1,84.5
5114,Student_5114,II,Male,Science,84.2,87.9
5116,Student_5116,I,Female,Science,79.8,100.0
5119,Student_5119,I,Female,Science,78.0,93.6
5122,Student_5122,I,Other,Science,86.0,89.7
5123,Student_5123,II,Male,Science,83.6,83.8
5130,Student_5130,III,Female,Science,88.2,89.3
5132,Student_5132,II,Other,Science,100.0,85.2
5137,Student_5137,I,Male,Science,86.6,85.9
5139,Student_5139,III,Male,Science,93.8,88.6
5142,Student_5142,III,Female,Science,90.6,81.8
5143,Student_5143,I,Female,Science,100.0,93.6
5146,Student_5146,I,Male,Science,100.0,97.7
5148,Student_5148,III,Other,Science,82.6,87.5
5153,Student_5153,II,Male,Science,100.0,88.5
5156,Student_5156,II,Male,Science,89.0,83.9
5160,Student_5160,III,Other,Science,85.8,82.5
5162,Student_5162,II,Female,Science,88.8,87.9
5173,Student_5173,I,Female,Science,91.0,90.8
5174,Student_5174,II,Other,Science,100.0,99.2
5175,Student_5175,III,Other,Science,95.2,81.4
5178,Student_5178,III,Male,Science,87.8,84.6
5182,Student_5182,I,Other,Science,81.9,85.1
5183,Student_5183,II,Other,Science,71.0,76.7
5185,Student_5185,I,Male,Science,84.5,79.2
5198,Student_5198,II,Male,Science,90.8,82.1
5199,Student_5199,III,Female,Science,99.4,98.6
5200,Student_5200,I,Male,Science,74.8,75.3
5202,Student_5202,III,Other,Science,73.1,78.1
5203,Student_5203,I,Other,Science,88.3,86.9
5212,Student_5212,I,Male,Science,81.9,79.9
5217,Student_5217,III,Female,Science,78.0,100.0
5223,Student_5223,III,Female,Science,95.1,100.0
5229,Student_5229,III,Female,Science,92.7,100.0
5232,Student_5232,III,Female,Science,94.9,86.9
5238,Student_5238,III,Female,Science,96.9,89.2
5239,Student_5239,I,Female,Science,92.3,81.3
5241,Student_5241,III,Male,Science,90.6,90.4
5248,Student_5248,I,Male,Science,76.0,90.1
5256,Student_5256,III,Other,Science,89.3,83.0
5262,Student_5262,III,Other,Science,91.2,88.8
5266,Student_5266,I,Female,Science,93.2,88.1
5268,Student_5268,III,Other,Science,87.3,80.9
5269,Student_5269,I,Male,Science,96.7,76.4
5272,Student_5272,I,Male,Science,85.5,86.9
5275,Student_5275,I,Female,Science,89.4,77.0
5284,Student_5284,I,Other,Science,87.4,75.0
5288,Student_5288,II,Male,Science,95.0,93.6
5291,Student_5291,II,Male,Science,79.1,77.7
5293,Student_5293,I,Other,Science,100.0,100.0
5295,Student_5295,III,Male,Science,88.6,82.0
5297,Student_5297,II,Female,Science,86.2,79.7
5299,Student_5299,I,Other,Science,94.4,87.6
5300,Student_5300,II,Other,Science,74.0,77.0
5301,Student_5301,III,Male,Science,69.7,75.2
5306,Student_5306,II,Male,Science,70.1,78.3
5310,Student_5310,III,Female,Science,98.6,87.5
5317,Student_5317,I,Female,Science,91.6,87.7
5318,Student_5318,II,Male,Science,86.0,78.6
5319,Student_5319,III,Other,Science,100.0,98.3
5322,Student_5322,III,Male,Science,100.0,93.5
5323,Student_5323,I,Male,Science,72.5,88.8
5332,Student_5332,I,Other,Science,68.2,93.3
5334,Student_5334,III,Other,Science,87.2,83.7
5336,Student_5336,II,Other,Science,97.4,92.6
5341,Student_5341,I,Female,Science,86.9,79.5
5343,Student_5343,III,Other,Science,87.9,84.4
5344,Student_5344,I,Male,Science,96.6,80.1
5346,Student_5346,III,Other,Science,89.8,82.5
5348,Student_5348,II,Male,Science,99.8,86.3
5354,Student_5354,II,Male,Science,78.4,79.7
5358,Student_5358,III,Male,Science,79.0,75.6
5370,Student_5370,III,Male,Science,100.0,99.7
5374,Student_5374,I,Female,Science,92.2,80.7
5377,Student_5377,I,Female,Science,69.0,89.4
5383,Student_5383,I,Other,Science,100.0,99.6
5384,Student_5384,II,Male,Science,100.0,100.0
5385,Student_5385,III,Female,Science,86.1,100.0
5393,Student_5393,II,Female,Science,88.8,88.1
5394,Student_5394,III,Male,Science,77.7,84.5
5395,Student_5395,I,Female,Science,100.0,94.5
5397,Student_5397,III,Other,Science,74.8,76.0
5401,Student_5401,I,Other,Science,90.1,81.5
5403,Student_5403,III,Other,Science,87.3,82.6
5405,Student_5405,II,Male,Science,100.0,100.0
5407,Student_5407,I,Female,Science,71.8,85.0
5408,Student_5408,II,Female,Science,86.9,89.4
5409,Student_5409,III,Female,Science,76.9,77.2
5410,Student_5410,I,Other,Science,95.0,89.6
5411,Student_5411,II,Male,Science,90.1,91.3
5413,Student_5413,I,Male,Science,66.9,81.1
5419,Student_5419,I,Male,Science,100.0,100.0
5420,Student_5420,II,Female,Science,90.8,78.6
5426,Student_5426,II,Male,Science,70.2,84.2
5430,Student_5430,III,Other,Science,100.0,100.0
5439,Student_5439,III,Male,Science,94.4,97.2
5441,Student_5441,II,Female,Science,73.3,79.3
5443,Student_5443,I,Male,Science,93.7,91.9
5448,Student_5448,III,Other,Science,68.5,76.5
5450,Student_5450,II,Other,Science,79.5,85.9
5452,Student_5452,I,Other,Science,67.4,79.5
5454,Student_5454,III,Other,Science,92.7,86.8
5456,Student_5456,II,Male,Science,68.3,81.6
5460,Student_5460,III,Female,Science,100.0,97.8
5461,Student_5461,I,Female,Science,90.3,77.3
5464,Student_5464,I,Other,Science,77.4,82.7
5467,Student_5467,I,Other,Science,82.1,86.5
5479,Student_5479,I,Other,Science,72.8,76.1
5481,Student_5481,III,Other,Science,100.0,92.1
5482,Student_5482,I,Male,Science,100.0,100.0
5488,Student_5488,I,Female,Science,100.0,100.0
5493,Student_5493,III,Other,Science,83.0,78.1
5494,Student_5494,I,Male,Science,73.5,82.5
5498,Student_5498,II,Male,Science,68.1,76.9
5499,Student_5499,III,Female,Science,51.2,82.4
5500,Student_5500,I,Other,Science,91.1,77.6
5501,Student_5501,II,Male,Science,92.5,79.8
5502,Student_5502,III,Other,Science,77.9,97.5
5504,Student_5504,II,Other,Science,98.2,97.3
5509,Student_5509,I,Female,Science,61.5,85.6
5510,Student_5510,II,Other,Science,80.8,76.4
5514,Student_5514,III,Other,Science,80.6,87.7
5519,Student_5519,II,Other,Science,100.0,91.7
5522,Student_5522,II,Other,Science,69.2,76.5
5523,Student_5523,III,Male,Science,68.6,77.7
5525,Student_5525,II,Male,Science,70.1,78.1
5527,Student_5527,I,Male,Science,97.6,85.4
5529,Student_5529,III,Other,Science,100.0,95.4
5531,Student_5531,II,Other,Science,98.4,94.3
5533,Student_5533,I,Male,Science,89.7,95.9
5539,Student_5539,I,Female,Science,73.7,80.9
5540,Student_5540,II,Male,Science,61.3,83.3
5541,Student_5541,III,Other,Science,66.3,76.6
5544,Student_5544,III,Other,Science,90.5,76.2
5547,Student_5547,III,Male,Science,95.9,94.2
5548,Student_5548,I,Female,Science,76.0,82.4
5552,Student_5552,II,Male,Science,79.5,83.8
5553,Student_5553,III,Male,Science,97.5,86.5
5555,Student_5555,II,Male,Science,92.1,76.9
5557,Student_5557,I,Female,Science,81.5,86.0
5558,Student_5558,II,Male,Science,91.0,88.5
5560,Student_5560,I,Other,Science,87.4,87.7
5563,Student_5563,I,Male,Science,73.2,79.7
5569,Student_5569,I,Female,Science,73.7,84.4
5570,Student_5570,II,Male,Science,78.4,83.0
5573,Student_5573,II,Male,Science,100.0,97.0
5575,Student_5575,I,Male,Science,85.1,76.3
5580,Student_5580,III,Male,Science,100.0,93.8
5582,Student_5582,II,Male,Science,83.5,84.7
5584,Student_5584,I,Other,Science,71.3,85.7
5586,Student_5586,III,Other,Science,93.2,86.0
5589,Student_5589,III,Other,Science,100.0,95.2
5590,Student_5590,I,Male,Science,90.3,87.3
5597,Student_5597,II,Male,Science,73.6,78.8
5598,Student_5598,III,Female,Science,100.0,87.9
5599,Student_5599,I,Other,Science,80.7,80.1
5601,Student_5601,III,Other,Science,78.3,75.4
5603,Student_5603,II,Male,Science,73.6,84.6
5606,Student_5606,II,Female,Science,83.0,84.5
5610,Student_5610,III,Other,Science,71.6,83.3
5614,Student_5614,I,Female,Science,88.6,85.2
5617,Student_5617,I,Male,Science,100.0,87.7
5622,Student_5622,III,Male,Science,91.9,100.0
5623,Student_5623,I,Female,Science,100.0,100.0
5624,Student_5624,II,Female,Science,81.4,79.6
5626,Student_5626,I,Female,Science,66.2,79.7
5629,Student_5629,I,Male,Science,82.8,79.2
5630,Student_5630,II,Other,Science,79.1,84.8
5631,Student_5631,III,Male,Science,89.2,90.9
5632,Student_5632,I,Other,Science,84.1,93.1
5634,Student_5634,III,Female,Science,67.4,83.1
5635,Student_5635,I,Male,Science,74.1,78.9
5636,Student_5636,II,Female,Science,83.9,76.3
5641,Student_5641,I,Other,Science,85.4,82.1
5642,Student_5642,II,Other,Science,92.3,100.0
5643,Student_5643,III,Other,Science,94.2,99.5
5649,Student_5649,III,Female,Science,94.7,84.7
5650,Student_5650,I,Male,Science,95.4,96.4
5651,Student_5651,II,Female,Science,100.0,100.0
5655,Student_5655,III,Female,Science,85.2,82.4
5656,Student_5656,I,Male,Science,92.4,86.7
5659,Student_5659,I,Male,Science,71.6,83.8
5662,Student_5662,I,Female,Science,91.0,90.9
5666,Student_5666,II,Female,Science,84.8,78.6
5673,Student_5673,III,Female,Science,79.4,77.3
5675,Student_5675,II,Other,Science,85.8,100.0
5690,Student_5690,II,Female,Science,80.8,100.0
5696,Student_5696,II,Female,Science,91.9,100.0
5701,Student_5701,I,Female,Science,95.0,82.6
5702,Student_5702,II,Male,Science,68.9,77.7
5705,Student_5705,II,Male,Science,100.0,99.6
5707,Student_5707,I,Other,Science,77.3,84.2
5711,Student_5711,II,Female,Science,83.1,100.0
5717,Student_5717,II,Male,Science,93.8,85.0
5718,Student_5718,III,Other,Science,98.5,80.5
5724,Student_5724,III,Female,Science,100.0,100.0
5732,Student_5732,II,Male,Science,79.6,81.9
5735,Student_5735,II,Female,Science,74.2,77.0
5736,Student_5736,III,Female,Science,72.9,77.4
5739,Student_5739,III,Male,Science,86.8,94.8
5740,Student_5740,I,Other,Science,95.3,88.7
5748,Student_5748,III,Male,Science,76.7,81.4
5749,Student_5749,I,Male,Science,90.2,85.1
5751,Student_5751,III,Other,Science,89.6,79.8
5753,Student_5753,II,Other,Science,91.4,76.3
5754,Student_5754,III,Female,Science,90.6,100.0
5755,Student_5755,I,Female,Science,86.3,79.7
5756,Student_5756,II,Male,Science,67.4,85.5
5757,Student_5757,III,Other,Science,87.1,84.0
5762,Student_5762,II,Other,Science,91.1,89.5
5772,Student_5772,III,Male,Science,79.8,75.8
5774,Student_5774,II,Female,Science,97.6,100.0
5776,Student_5776,I,Female,Science,77.5,75.6
5777,Student_5777,II,Other,Science,79.0,86.1
5778,Student_5778,III,Male,Science,96.7,94.7
5781,Student_5781,III,Female,Science,87.8,77.0
5782,Student_5782,I,Other,Science,74.6,76.9
5783,Student_5783,II,Other,Science,96.5,91.3
5785,Student_5785,I,Female,Science,90.7,93.3
5786,Student_5786,II,Female,Science,90.4,100.0
5788,Student_5788,I,Female,Science,89.3,86.1
5797,Student_5797,I,Female,Science,76.9,78.8
5798,Student_5798,II,Other,Science,90.7,87.3
5800,Student_5800,I,Other,Science,99.6,86.4
5803,Student_5803,I,Other,Science,100.0,100.0
5812,Student_5812,I,Male,Science,89.9,78.2
5815,Student_5815,I,Female,Science,82.9,82.4
5818,Student_5818,I,Female,Science,99.4,93.7
5819,Student_5819,II,Female,Science,92.4,90.6
5822,Student_5822,II,Female,Science,78.4,94.4
5823,Student_5823,III,Other,Science,89.7,83.6
5827,Student_5827,I,Other,Science,77.9,85.0
5828,Student_5828,II,Female,Science,77.1,81.9
5831,Student_5831,II,Female,Science,90.0,82.9
5835,Student_5835,III,Other,Science,70.0,82.9
5839,Student_5839,I,Female,Science,72.0,82.8
5843,Student_5843,II,Female,Science,100.0,88.1
5846,Student_5846,II,Female,Science,66.8,85.7
5850,Student_5850,III,Female,Science,72.4,78.8
5852,Student_5852,II,Female,Science,80.7,78.1
5857,Student_5857,I,Female,Science,92.4,88.2
5860,Student_5860,I,Female,Science,79.2,86.4
5864,Student_5864,II,Female,Science,90.2,90.4
5868,Student_5868,III,Female,Science,88.2,90.1
5871,Student_5871,III,Female,Science,100.0,98.2
5872,Student_5872,I,Other,Science,87.3,76.4
5875,Student_5875,I,Male,Science,67.8,83.6
5879,Student_5879,II,Other,Science,91.7,90.8
5884,Student_5884,I,Female,Science,85.0,82.4
5885,Student_5885,II,Male,Science,75.3,81.6
5887,Student_5887,I,Male,Science,81.2,76.3
5891,Student_5891,II,Other,Science,85.2,86.7
5892,Student_5892,III,Male,Science,72.0,78.3
5895,Student_5895,III,Other,Science,91.9,85.5
5898,Student_5898,III,Male,Science,90.4,80.4
5902,Student_5902,I,Female,Science,63.8,84.7
5908,Student_5908,I,Male,Science,64.4,77.8
5909,Student_5909,II,Male,Science,100.0,95.2
5912,Student_5912,II,Other,Science,85.3,97.3
