Adm_No,Name,Class,Gender,Subject,Marks,Percentage,Term
7444,Student_7444,I,Female,Science,32.9,40.7,Final
7445,Student_7445,II,Other,Science,78.3,69.6,Mid
7446,Student_7446,III,Male,Science,56.0,71.4,Final
7447,Student_7447,I,Other,Science,84.5,77.8,Mid
7448,Student_7448,II,Female,Science,63.0,71.4,Final
7449,Student_7449,III,Male,Science,93.2,91.3,Mid
7450,Student_7450,I,Male,Science,75.3,81.9,Final
7451,Student_7451,II,Female,Science,66.6,56.8,Mid
7452,Student_7452,III,Male,Science,86.8,89.4,Final
7453,Student_7453,I,Male,Science,79.9,72.2,Mid
7454,Student_7454,II,Male,Science,74.2,71.6,Final
7455,Student_7455,III,Other,Science,82.7,73.1,Mid
7456,Student_7456,I,Other,Science,53.2,58.2,Final
7457,Student_7457,II,Male,Science,99.8,85.4,Mid
7458,Student_7458,III,Other,Science,24.9,30.0,Final
7459,Student_7459,I,Female,Science,72.6,71.5,Mid
7460,Student_7460,II,Other,Science,31.2,32.1,Final
7461,Student_7461,III,Male,Science,77.4,69.9,Mid
7462,Student_7462,I,Male,Science,66.9,52.2,Final
7463,Student_7463,II,Male,Science,59.9,60.4,Mid
7464,Student_7464,III,Other,Science,100.0,98.9,Final
7465,Student_7465,I,Female,Science,33.1,43.9,Mid
7466,Student_7466,II,Male,Science,36.3,33.4,Final
7467,Student_7467,III,Other,Science,93.2,76.9,Mid
7468,Student_7468,I,Other,Science,54.0,53.1,Final
7469,Student_7469,II,Female,Science,44.0,40.1,Mid
7470,Student_7470,III,Other,Science,64.5,53.3,Final
7471,Student_7471,I,Male,Science,52.9,58.2,Mid
7472,Student_7472,II,Female,Science,71.4,50.4,Final
7473,Student_7473,III,Other,Science,86.6,88.9,Mid
7474,Student_7474,I,Female,Science,52.1,48.3,Final
7475,Student_7475,II,Male,Science,45.1,61.2,Mid
7476,Student_7476,III,Other,Science,47.6,36.5,Final
7477,Student_7477,I,Other,Science,93.7,90.7,Mid
7478,Student_7478,II,Other,Science,86.5,87.8,Final
7479,Student_7479,III,Female,Science,61.2,71.0,Mid
7480,Student_7480,I,Male,Science,97.8,78.0,Final
7481,Student_7481,II,Male,Science,60.6,55.2,Mid
7482,Student_7482,III,Other,Science,73.2,55.9,Final
7483,Student_7483,I,Other,Science,56.5,53.5,Mid
7484,Student_7484,II,Male,Science,56.7,53.5,Final
7485,Student_7485,III,Female,Science,59.7,56.7,Mid
7486,Student_7486,I,Female,Science,50.4,56.4,Final
7487,Student_7487,II,Female,Science,65.7,70.2,Mid
7488,Student_7488,III,Female,Science,94.9,93.9,Final
7489,Student_7489,I,Other,Science,100.0,88.5,Mid
7490,Student_7490,II,Other,Science,36.9,59.1,Final
7491,Student_7491,III,Male,Science,76.1,63.5,Mid
7492,Student_7492,I,Female,Science,67.6,76.9,Final
7493,Student_7493,II,Other,Science,53.5,54.3,Mid
7494,Student_7494,III,Male,Science,69.8,74.9,Final
7495,Student_7495,I,Other,Science,52.3,45.5,Mid
7496,Student_7496,II,Female,Science,100.0,86.6,Final
7497,Student_7497,III,Female,Science,52.6,45.3,Mid
7498,Student_7498,I,Male,Science,37.2,45.3,Final
7499,Student_7499,II,Other,Science,45.1,42.7,Mid
7500,Student_7500,III,Female,Science,79.1,70.4,Final
7501,Student_7501,I,Female,Science,57.8,54.1,Mid
7502,Student_7502,II,Female,Science,89.0,81.3,Final
7503,Student_7503,III,Male,Science,76.5,65.4,Mid
7504,Student_7504,I,Other,Science,66.0,71.0,Final
7505,Student_7505,II,Male,Science,84.9,84.6,Mid
7506,Student_7506,III,Male,Science,97.3,93.2,Final
7507,Student_7507,I,Other,Science,53.5,45.3,Mid
7508,Student_7508,II,Male,Science,62.1,60.5,Final
7509,Student_7509,III,Other,Science,25.5,40.6,Mid
7510,Student_7510,I,Female,Science,59.3,58.7,Final
7511,Student_7511,II,Other,Science,88.7,90.5,Mid
7512,Student_7512,III,Male,Science,34.8,40.8,Final
7513,Student_7513,I,Other,Science,74.5,84.0,Mid
7514,Student_7514,II,Male,Science,31.2,42.0,Final
7515,Student_7515,III,Other,Science,87.5,91.9,Mid
7516,Student_7516,I,Female,Science,81.4,87.7,Final
7517,Student_7517,II,Male,Science,84.7,87.5,Mid
7518,Student_7518,III,Female,Science,57.7,60.7,Final
7519,Student_7519,I,Male,Science,56.4,67.9,Mid
7520,Student_7520,II,Male,Science,21.9,44.3,Final
7521,Student_7521,III,Other,Science,73.0,59.9,Mid
7522,Student_7522,I,Female,Science,84.5,81.4,Final
7523,Student_7523,II,Other,Science,37.3,44.3,Mid
7524,Student_7524,III,Other,Science,70.2,70.1,Final
7525,Student_7525,I,Female,Science,60.9,45.1,Mid
7526,Student_7526,II,Female,Science,81.1,67.0,Final
7527,Student_7527,III,Male,Science,56.0,72.1,Mid
7528,Student_7528,I,Male,Science,32.5,34.2,Final
7529,Student_7529,II,Other,Science,63.3,60.4,Mid
7530,Student_7530,III,Male,Science,100.0,92.4,Final
7531,Student_7531,I,Female,Science,31.5,41.8,Mid
7532,Student_7532,II,Male,Science,35.3,35.7,Final
7533,Student_7533,III,Other,Science,32.8,41.7,Mid
7534,Student_7534,I,Female,Science,62.6,66.3,Final
7535,Student_7535,II,Female,Science,79.3,78.6,Mid
7536,Student_7536,III,Other,Science,70.7,79.2,Final
7537,Student_7537,I,Male,Science,70.5,74.4,Mid
7538,Student_7538,II,Male,Science,45.1,44.2,Final
7539,Student_7539,III,Female,Science,59.0,50.1,Mid
7540,Student_7540,I,Male,Science,41.5,49.5,Final
7541,Student_7541,II,Male,Science,71.8,68.0,Mid
7542,Student_7542,III,Male,Science,93.4,94.4,Final
7543,Student_7543,I,Other,Science,52.6,44.9,Mid
7544,Student_7544,II,Male,Science,70.3,86.2,Final
7545,Student_7545,III,Male,Science,53.2,62.9,Mid
7546,Student_7546,I,Other,Science,85.0,92.2,Final
7547,Student_7547,II,Male,Science,73.9,87.1,Mid
7548,Student_7548,III,Male,Science,84.0,82.8,Final
7549,Student_7549,I,Female,Science,53.9,54.3,Mid
7550,Student_7550,II,Male,Science,44.9,41.6,Final
7551,Student_7551,III,Other,Science,46.6,45.3,Mid
7552,Student_7552,I,Female,Science,76.4,56.9,Final
7553,Student_7553,II,Other,Science,79.7,72.5,Mid
7554,Student_7554,III,Male,Science,100.0,95.3,Final
7555,Student_7555,I,Female,Science,64.8,66.6,Mid
7556,Student_7556,II,Male,Science,71.3,54.9,Final
7557,Student_7557,III,Male,Science,43.7,46.6,Mid
7558,Student_7558,I,Female,Science,78.9,73.0,Final
7559,Student_7559,II,Other,Science,44.1,47.3,Mid
7560,Student_7560,III,Male,Science,38.9,36.5,Final
7561,Student_7561,I,Other,Science,36.3,31.2,Mid
7562,Student_7562,II,Male,Science,89.1,79.9,Final
7563,Student_7563,III,Male,Science,48.7,59.2,Mid
7564,Student_7564,I,Female,Science,92.2,90.7,Final
7565,Student_7565,II,Female,Science,49.1,58.8,Mid
7566,Student_7566,III,Female,Science,79.7,83.2,Final
7567,Student_7567,I,Other,Science,100.0,100.0,Mid
7568,Student_7568,II,Male,Science,98.3,95.4,Final
7569,Student_7569,III,Other,Science,55.5,55.8,Mid
7570,Student_7570,I,Other,Science,41.5,51.0,Final
7571,Student_7571,II,Other,Science,52.4,44.6,Mid
7572,Student_7572,III,Male,Science,44.6,61.1,Final
7573,Student_7573,I,Female,Science,55.0,51.8,Mid
7574,Student_7574,II,Other,Science,69.3,68.1,Final
7575,Student_7575,III,Other,Science,63.9,63.3,Mid
7576,Student_7576,I,Other,Science,100.0,92.5,Final
7577,Student_7577,II,Other,Science,81.3,79.2,Mid
7578,Student_7578,III,Female,Science,95.3,77.5,Final
7579,Student_7579,I,Male,Science,95.6,80.9,Mid
7580,Student_7580,II,Male,Science,40.3,46.1,Final
7581,Student_7581,III,Male,Science,40.8,40.5,Mid
7582,Student_7582,I,Other,Science,54.5,58.8,Final
7583,Student_7583,II,Male,Science,98.0,85.1,Mid
7584,Student_7584,III,Female,Science,34.5,29.0,Final
7585,Student_7585,I,Other,Science,44.1,54.9,Mid
7586,Student_7586,II,Male,Science,82.9,74.2,Final
7587,Student_7587,III,Female,Science,39.4,38.2,Mid
7588,Student_7588,I,Female,Science,100.0,92.8,Final
7589,Student_7589,II,Other,Science,78.6,91.3,Mid
7590,Student_7590,III,Female,Science,46.0,46.9,Final
7591,Student_7591,I,Female,Science,71.3,67.1,Mid
7592,Student_7592,II,Other,Science,27.5,33.0,Final
7593,Student_7593,III,Other,Science,56.7,51.9,Mid
7594,Student_7594,I,Other,Science,76.7,81.7,Final
7595,Student_7595,II,Other,Science,31.9,30.0,Mid
7596,Student_7596,III,Other,Science,96.1,87.9,Final
7597,Student_7597,I,Other,Science,100.0,100.0,Mid
7598,Student_7598,II,Other,Science,69.5,83.6,Final
7599,Student_7599,III,Male,Science,87.6,73.2,Mid
7600,Student_7600,I,Female,Science,49.8,41.2,Final
7601,Student_7601,II,Male,Science,72.1,68.8,Mid
7602,Student_7602,III,Female,Science,44.9,26.1,Final
7603,Student_7603,I,Female,Science,44.4,44.8,Mid
7604,Student_7604,II,Other,Science,41.9,33.9,Final
7605,Student_7605,III,Female,Science,50.8,69.3,Mid
7606,Student_7606,I,Other,Science,35.0,19.8,Final
7607,Student_7607,II,Other,Science,49.5,41.9,Mid
7608,Student_7608,III,Other,Science,87.4,71.8,Final
7609,Student_7609,I,Male,Science,36.6,42.5,Mid
7610,Student_7610,II,Other,Science,67.9,46.4,Final
7611,Student_7611,III,Male,Science,59.9,51.9,Mid
7612,Student_7612,I,Female,Science,41.9,33.2,Final
7613,Student_7613,II,Female,Science,28.9,37.4,Mid
7614,Student_7614,III,Male,Science,57.9,52.5,Final
7615,Student_7615,I,Other,Science,77.6,74.2,Mid
7616,Student_7616,II,Other,Science,31.4,29.8,Final
7617,Student_7617,III,Female,Science,68.1,63.4,Mid
7618,Student_7618,I,Male,Science,45.9,61.4,Final
7619,Student_7619,II,Male,Science,86.1,76.1,Mid
7620,Student_7620,III,Male,Science,46.8,54.9,Final
7621,Student_7621,I,Other,Science,82.6,82.6,Mid
7622,Student_7622,II,Female,Science,74.4,76.6,Final
7623,Student_7623,III,Male,Science,,70.2,Mid
7624,Student_7624,I,Female,Science,46.6,60.2,Final
7625,Student_7625,II,Other,Science,24.8,39.5,Mid
7626,Student_7626,III,Female,Science,60.7,64.2,Final
7627,Student_7627,I,Female,Science,47.5,64.0,Mid
7628,Student_7628,II,Male,Science,90.0,100.0,Final
7629,Student_7629,III,Other,Science,93.5,88.0,Mid
7630,Student_7630,I,Male,Science,24.0,27.4,Final
7631,Student_7631,II,Other,Science,85.9,88.5,Mid
7632,Student_7632,III,Male,Science,87.7,73.0,Final
7633,Student_7633,I,Male,Science,52.1,77.1,Mid
7634,Student_7634,II,Female,Science,88.4,93.2,Final
7635,Student_7635,III,Male,Science,56.1,54.6,Mid
7636,Student_7636,I,Male,Science,60.5,56.4,Final
7637,Student_7637,II,Male,Science,82.5,96.1,Mid
7638,Student_7638,III,Other,Science,36.5,33.0,Final
7639,Student_7639,I,Other,Science,70.7,74.8,Mid
7640,Student_7640,II,Male,Science,97.4,83.6,Final
7641,Student_7641,III,Female,Science,97.3,88.7,Mid
7642,Student_7642,I,Female,Science,45.8,48.5,Final
7643,Student_7643,II,Female,Science,91.0,91.3,Mid
7644,Student_7644,III,Female,Science,44.2,41.3,Final
7645,Student_7645,I,Other,Science,91.2,89.4,Mid
7646,Student_7646,II,Female,Science,67.7,68.2,Final
7647,Student_7647,III,Female,Science,75.2,77.4,Mid
7648,Student_7648,I,Other,Science,100.0,88.3,Final
7649,Student_7649,II,Female,Science,89.8,81.2,Mid
7650,Student_7650,III,Male,Science,54.6,51.5,Final
7651,Student_7651,I,Male,Science,65.9,59.9,Mid
7652,Student_7652,II,Female,Science,47.6,54.8,Final
7653,Student_7653,III,Male,Science,86.8,88.9,Mid
7654,Student_7654,I,Other,Science,61.8,73.0,Final
7655,Student_7655,II,Female,Science,38.3,38.7,Mid
7656,Student_7656,III,Male,Science,45.1,55.2,Final
7657,Student_7657,I,Female,Science,59.8,63.0,Mid
7658,Student_7658,II,Other,Science,50.1,52.5,Final
7659,Student_7659,III,Other,Science,79.1,85.2,Mid
7660,Student_7660,I,Other,Science,80.5,72.1,Final
7661,Student_7661,II,Other,Science,62.7,39.5,Mid
7662,Student_7662,III,Female,Science,55.4,70.5,Final
7663,Student_7663,I,Other,Science,64.2,56.3,Mid
7664,Student_7664,II,Other,Science,71.6,72.5,Final
7665,Student_7665,III,Female,Science,37.8,49.3,Mid
7666,Student_7666,I,Female,Science,31.2,38.8,Final
7667,Student_7667,II,Other,Science,52.9,51.6,Mid
7668,Student_7668,III,Female,Science,55.7,55.1,Final
7669,Student_7669,I,Male,Science,84.2,80.8,Mid
7670,Student_7670,II,Male,Science,45.7,54.0,Final
7671,Student_7671,III,Female,Science,33.1,51.3,Mid
7672,Student_7672,I,Male,Science,71.5,70.5,Final
7673,Student_7673,II,Male,Science,68.3,57.7,Mid
7674,Student_7674,III,Male,Science,61.1,73.0,Final
7675,Student_7675,I,Female,Science,64.4,57.3,Mid
7676,Student_7676,II,Female,Science,88.8,87.0,Final
7677,Student_7677,III,Female,Science,87.7,74.1,Mid
7678,Student_7678,I,Female,Science,74.2,69.5,Final
7679,Student_7679,II,Other,Science,65.8,47.4,Mid
7680,Student_7680,III,Male,Science,57.9,46.1,Final
7681,Student_7681,I,Female,Science,37.0,55.4,Mid
7682,Student_7682,II,Female,Science,78.3,83.9,Final
7683,Student_7683,III,Male,Science,62.8,80.0,Mid
7684,Student_7684,I,Male,Science,87.3,74.4,Final
7685,Student_7685,II,Male,Science,55.8,58.1,Mid
7686,Student_7686,III,Male,Science,39.0,35.4,Final
7687,Student_7687,I,Male,Science,34.2,51.7,Mid
7688,Student_7688,II,Male,Science,46.0,62.7,Final
7689,Student_7689,III,Male,Science,18.5,23.2,Mid
7690,Student_7690,I,Other,Science,97.0,98.3,Final
7691,Student_7691,II,Other,Science,23.4,32.0,Mid
7692,Student_7692,III,Female,Science,90.9,92.8,Final
7693,Student_7693,I,Male,Science,51.7,50.3,Mid
7694,Student_7694,II,Other,Science,100.0,100.0,Final
7695,Student_7695,III,Male,Science,79.8,82.9,Mid
7696,Student_7696,I,Male,Science,51.8,43.4,Final
7697,Student_7697,II,Female,Science,71.7,64.2,Mid
7698,Student_7698,III,Female,Science,92.5,77.1,Final
7699,Student_7699,I,Male,Science,84.2,68.2,Mid
7700,Student_7700,II,Other,Science,15.8,19.6,Final
7701,Student_7701,III,Male,Science,76.6,88.6,Mid
7702,Student_7702,I,Male,Science,64.5,67.5,Final
7703,Student_7703,II,Female,Science,65.3,60.9,Mid
7704,Student_7704,III,Female,Science,81.4,83.9,Final
7705,Student_7705,I,Other,Science,82.9,85.1,Mid
7706,Student_7706,II,Male,Science,49.4,48.4,Final
7707,Student_7707,III,Female,Science,47.5,51.7,Mid
7708,Student_7708,I,Male,Science,28.8,35.8,Final
7709,Student_7709,II,Male,Science,69.1,79.0,Mid
7710,Student_7710,III,Female,Science,94.2,84.9,Final
7711,Student_7711,I,Other,Science,97.2,98.7,Mid
7712,Student_7712,II,Male,Science,44.9,39.5,Final
7713,Student_7713,III,Other,Science,44.3,44.5,Mid
7714,Student_7714,I,Female,Science,63.5,70.5,Final
7715,Student_7715,II,Female,Science,47.2,51.4,Mid
7716,Student_7716,III,Other,Science,22.2,37.7,Final
7717,Student_7717,I,Male,Science,61.8,59.2,Mid
7718,Student_7718,II,Male,Science,100.0,84.8,Final
7719,Student_7719,III,Other,Science,81.8,79.4,Mid
7720,Student_7720,I,Male,Science,79.6,71.1,Final
7721,Student_7721,II,Other,Science,23.3,35.4,Mid
7722,Student_7722,III,Other,Science,63.5,83.0,Final
7723,Student_7723,I,Other,Science,41.3,45.1,Mid
7724,Student_7724,II,Female,Science,84.0,58.6,Final
7725,Student_7725,III,Female,Science,42.0,59.4,Mid
7726,Student_7726,I,Other,Science,96.9,85.8,Final
7727,Student_7727,II,Male,Science,48.3,45.4,Mid
7728,Student_7728,III,Male,Science,84.0,78.4,Final
7729,Student_7729,I,Female,Science,73.9,71.9,Mid
7730,Student_7730,II,Female,Science,51.2,57.0,Final
7731,Student_7731,III,Other,Science,78.9,82.7,Mid
7732,Student_7732,I,Other,Science,79.7,72.2,Final
7733,Student_7733,II,Female,Science,72.0,63.1,Mid
7734,Student_7734,III,Male,Science,37.2,52.5,Final
7735,Student_7735,I,Male,Science,65.4,64.8,Mid
7736,Student_7736,II,Other,Science,87.8,91.0,Final
7737,Student_7737,III,Female,Science,68.1,80.7,Mid
7738,Student_7738,I,Female,Science,92.6,80.2,Final
7739,Student_7739,II,Female,Science,82.4,86.1,Mid
7740,Student_7740,III,Other,Science,80.0,78.7,Final
7741,Student_7741,I,Male,Science,87.9,75.8,Mid
7742,Student_7742,II,Male,Science,61.9,53.2,Final
7743,Student_7743,III,Other,Science,66.0,52.8,Mid
7744,Student_7744,I,Female,Science,54.3,65.1,Final
7745,Student_7745,II,Other,Science,70.2,54.6,Mid
7746,Student_7746,III,Male,Science,61.6,67.3,Final
7747,Student_7747,I,Male,Science,79.9,88.9,Mid
7748,Student_7748,II,Other,Science,89.8,84.5,Final
7749,Student_7749,III,Other,Science,70.5,74.7,Mid
7750,Student_7750,I,Male,Science,89.3,81.8,Final
7751,Student_7751,II,Other,Science,85.5,93.2,Mid
7752,Student_7752,III,Male,Science,68.9,67.8,Final
7753,Student_7753,I,Male,Science,73.6,57.0,Mid
7754,Student_7754,II,Other,Science,90.9,85.9,Final
7755,Student_7755,III,Male,Science,44.8,45.7,Mid
7756,Student_7756,I,Male,Science,82.0,78.7,Final
7757,Student_7757,II,Male,Science,23.6,46.7,Mid
7758,Student_7758,III,Female,Science,67.3,69.6,Final
7759,Student_7759,I,Male,Science,29.8,42.2,Mid
7760,Student_7760,II,Male,Science,69.8,72.7,Final
7761,Student_7761,III,Male,Science,74.1,85.6,Mid
7762,Student_7762,I,Female,Science,39.1,36.5,Final
7763,Student_7763,II,Female,Science,13.0,33.0,Mid
7764,Student_7764,III,Male,Science,78.7,79.6,Final
7765,Student_7765,I,Female,Science,66.9,53.8,Mid
7766,Student_7766,II,Female,Science,86.7,77.2,Final
7767,Student_7767,III,Female,Science,88.4,89.3,Mid
7768,Student_7768,I,Female,Science,95.5,85.6,Final
7769,Student_7769,II,Male,Science,43.7,44.7,Mid
7770,Student_7770,III,Female,Science,92.4,92.2,Final
7771,Student_7771,I,Other,Science,76.2,85.4,Mid
7772,Student_7772,II,Male,Science,36.1,38.3,Final
7773,Student_7773,III,Male,Science,80.8,70.4,Mid
7774,Student_7774,I,Male,Science,64.3,57.7,Final
7775,Student_7775,II,Other,Science,100.0,92.9,Mid
7776,Student_7776,III,Other,Science,61.1,52.4,Final
7777,Student_7777,I,Other,Science,39.8,49.9,Mid
7778,Student_7778,II,Male,Science,5.9,26.2,Final
7779,Student_7779,III,Female,Science,100.0,96.9,Mid
7780,Student_7780,I,Male,Science,81.4,74.9,Final
7781,Student_7781,II,Other,Science,64.7,64.4,Mid
7782,Student_7782,III,Female,Science,58.6,42.7,Final
7783,Student_7783,I,Female,Science,72.0,69.9,Mid
7784,Student_7784,II,Female,Science,55.9,46.2,Final
7785,Student_7785,III,Other,Science,70.4,67.4,Mid
7786,Student_7786,I,Other,Science,71.3,69.2,Final
7787,Student_7787,II,Other,Science,91.5,79.6,Mid
7788,Student_7788,III,Female,Science,92.0,70.7,Final
7789,Student_7789,I,Other,Science,98.3,98.9,Mid
7790,Student_7790,II,Other,Science,40.3,33.9,Final
7791,Student_7791,III,Female,Science,74.7,69.9,Mid
7792,Student_7792,I,Other,Science,45.6,47.9,Final
7793,Student_7793,II,Other,Science,50.3,58.0,Mid
7794,Student_7794,III,Other,Science,63.6,52.7,Final
7795,Student_7795,I,Male,Science,79.9,64.7,Mid
7796,Student_7796,II,Other,Science,86.3,85.7,Final
7797,Student_7797,III,Female,Science,96.1,100.0,Mid
7798,Student_7798,I,Male,Science,66.2,55.3,Final
7799,Student_7799,II,Female,Science,47.6,56.4,Mid
7800,Student_7800,III,Other,Science,100.0,96.2,Final
7801,Student_7801,I,Other,Science,95.0,90.7,Mid
7802,Student_7802,II,Other,Science,29.8,28.6,Final
7803,Student_7803,III,Other,Science,80.7,69.6,Mid
7804,Student_7804,I,Female,Science,71.6,67.7,Final
7805,Student_7805,II,Other,Science,51.8,51.5,Mid
7806,Student_7806,III,Male,Science,80.1,85.1,Final
7807,Student_7807,I,Male,Science,45.5,46.8,Mid
7808,Student_7808,II,Male,Science,23.0,26.7,Final
7809,Student_7809,III,Other,Science,72.4,74.5,Mid
7810,Student_7810,I,Female,Science,38.3,30.9,Final
7811,Student_7811,II,Other,Science,48.1,54.3,Mid
7812,Student_7812,III,Female,Science,69.1,60.9,Final
7813,Student_7813,I,Female,Science,82.9,73.2,Mid
7814,Student_7814,II,Other,Science,100.0,91.7,Final
7815,Student_7815,III,Female,Science,86.0,79.6,Mid
7816,Student_7816,I,Female,Science,53.4,49.6,Final
7817,Student_7817,II,Male,Science,66.3,57.9,Mid
7818,Student_7818,III,Female,Science,51.8,45.2,Final
7819,Student_7819,I,Male,Science,76.2,67.5,Mid
7820,Student_7820,II,Male,Science,44.1,56.5,Final
7821,Student_7821,III,Male,Science,61.7,71.0,Mid
7822,Student_7822,I,Male,Science,53.4,60.8,Final
7823,Student_7823,II,Male,Science,77.1,61.9,Mid
7824,Student_7824,III,Male,Science,74.7,96.7,Final
7825,Student_7825,I,Male,Science,81.3,69.6,Mid
7826,Student_7826,II,Other,Science,83.0,83.7,Final
7827,Student_7827,III,Male,Science,69.0,68.0,Mid
7828,Student_7828,I,Female,Science,52.6,49.9,Final
7829,Student_7829,II,Male,Science,35.6,55.7,Mid
7830,Student_7830,III,Other,Science,27.7,33.4,Final
7831,Student_7831,I,Male,Science,70.7,65.8,Mid
7832,Student_7832,II,Other,Science,100.0,97.2,Final
7833,Student_7833,III,Female,Science,82.6,73.9,Mid
7834,Student_7834,I,Other,Science,31.2,30.2,Final
7835,Student_7835,II,Female,Science,45.7,32.0,Mid
7836,Student_7836,III,Female,Science,93.0,93.6,Final
7837,Student_7837,I,Other,Science,35.2,31.6,Mid
7838,Student_7838,II,Other,Science,71.1,65.0,Final
7839,Student_7839,III,Female,Science,76.3,81.5,Mid
7840,Student_7840,I,Other,Science,64.2,59.5,Final
7841,Student_7841,II,Other,Science,80.3,82.4,Mid
7842,Student_7842,III,Other,Science,36.9,38.8,Final
7843,Student_7843,I,Other,Science,84.2,79.7,Mid
7844,Student_7844,II,Male,Science,51.2,44.9,Final
7845,Student_7845,III,Female,Science,53.5,52.3,Mid
7846,Student_7846,I,Female,Science,38.5,38.7,Final
7847,Student_7847,II,Other,Science,99.5,94.7,Mid
7848,Student_7848,III,Male,Science,73.7,71.6,Final
7849,Student_7849,I,Other,Science,81.6,89.5,Mid
7850,Student_7850,II,Male,Science,83.1,73.0,Final
7851,Student_7851,III,Female,Science,72.7,79.5,Mid
7852,Student_7852,I,Other,Science,65.2,54.3,Final
7853,Student_7853,II,Male,Science,61.5,55.4,Mid
7854,Student_7854,III,Other,Science,75.3,69.7,Final
7855,Student_7855,I,Other,Science,50.6,38.7,Mid
7856,Student_7856,II,Male,Science,93.3,89.3,Final
7857,Student_7857,III,Male,Science,100.0,84.9,Mid
7858,Student_7858,I,Male,Science,34.2,34.1,Final
7859,Student_7859,II,Other,Science,66.8,86.2,Mid
7860,Student_7860,III,Other,Science,34.5,37.6,Final
7861,Student_7861,I,Female,Science,100.0,86.7,Mid
7862,Student_7862,II,Male,Science,98.3,75.8,Final
7863,Student_7863,III,Male,Science,51.8,29.9,Mid
7864,Student_7864,I,Male,Science,61.2,45.6,Final
7865,Student_7865,II,Female,Science,82.4,81.2,Mid
7866,Student_7866,III,Other,Science,57.5,58.7,Final
7867,Student_7867,I,Male,Science,98.0,77.6,Mid
7868,Student_7868,II,Other,Science,74.4,67.8,Final
7869,Student_7869,III,Male,Science,61.0,63.3,Mid
7870,Student_7870,I,Female,Science,44.3,34.1,Final
7871,Student_7871,II,Other,Science,88.6,100.0,Mid
7872,Student_7872,III,Female,Science,68.0,75.9,Final
7873,Student_7873,I,Female,Science,60.5,73.5,Mid
7874,Student_7874,II,Female,Science,62.6,60.4,Final
7875,Student_7875,III,Female,Science,100.0,95.9,Mid
7876,Student_7876,I,Male,Science,38.7,34.2,Final
7877,Student_7877,II,Male,Science,29.5,42.2,Mid
7878,Student_7878,III,Other,Science,64.1,60.7,Final
7879,Student_7879,I,Other,Science,59.6,65.0,Mid
7880,Student_7880,II,Other,Science,25.0,35.7,Final
7881,Student_7881,III,Male,Science,48.5,59.4,Mid
7882,Student_7882,I,Male,Science,79.8,68.7,Final
7883,Student_7883,II,Male,Science,71.2,67.5,Mid
7884,Student_7884,III,Male,Science,64.9,54.6,Final
7885,Student_7885,I,Female,Science,79.0,57.2,Mid
7886,Student_7886,II,Male,Science,50.2,48.1,Final
7887,Student_7887,III,Other,Science,68.9,56.0,Mid
7888,Student_7888,I,Male,Science,33.4,36.4,Final
7889,Student_7889,II,Female,Science,99.3,100.0,Mid
7890,Student_7890,III,Male,Science,77.9,74.1,Final
7891,Student_7891,I,Female,Science,45.4,43.8,Mid
7892,Student_7892,II,Male,Science,61.7,57.1,Final
7893,Student_7893,III,Female,Science,30.5,43.1,Mid
7894,Student_7894,I,Other,Science,78.3,67.1,Final
7895,Student_7895,II,Other,Science,72.0,77.4,Mid
7896,Student_7896,III,Male,Science,39.4,38.5,Final
7897,Student_7897,I,Female,Science,98.5,95.5,Mid
7898,Student_7898,II,Other,Science,74.3,60.3,Final
7899,Student_7899,III,Female,Science,53.4,44.8,Mid
7900,Student_7900,I,Female,Science,48.5,51.8,Final
7901,Student_7901,II,Female,Science,12.1,31.5,Mid
7902,Student_7902,III,Other,Science,94.5,87.2,Final
7903,Student_7903,I,Female,Science,66.9,53.0,Mid
7904,Student_7904,II,Other,Science,58.0,66.0,Final
7905,Student_7905,III,Other,Science,49.1,44.0,Mid
7906,Student_7906,I,Female,Science,60.9,55.6,Final
7907,Student_7907,II,Male,Science,72.3,60.0,Mid
7908,Student_7908,III,Male,Science,47.3,52.0,Final
7909,Student_7909,I,Female,Science,49.2,40.1,Mid
7910,Student_7910,II,Other,Science,47.5,49.9,Final
7911,Student_7911,III,Female,Science,84.6,93.6,Mid
7912,Student_7912,I,Male,Science,60.3,66.8,Final
7913,Student_7913,II,Other,Science,42.6,42.2,Mid
7914,Student_7914,III,Male,Science,93.7,87.6,Final
7915,Student_7915,I,Female,Science,60.5,57.8,Mid
7916,Student_7916,II,Male,Science,78.6,81.6,Final
7917,Student_7917,III,Male,Science,73.8,76.4,Mid
7918,Student_7918,I,Other,Science,35.1,47.3,Final
7919,Student_7919,II,Other,Science,70.7,88.6,Mid
7920,Student_7920,III,Male,Science,12.8,24.1,Final
7921,Student_7921,I,Male,Science,28.4,41.9,Mid
7922,Student_7922,II,Female,Science,85.7,69.4,Final
7923,Student_7923,III,Other,Science,92.1,87.5,Mid
7924,Student_7924,I,Female,Science,51.6,43.3,Final
7925,Student_7925,II,Other,Science,28.5,25.1,Mid
7926,Student_7926,III,Female,Science,58.3,63.6,Final
7927,Student_7927,I,Female,Science,48.1,51.3,Mid
7928,Student_7928,II,Male,Science,37.8,56.2,Final
7929,Student_7929,III,Other,Science,53.8,60.0,Mid
7930,Student_7930,I,Other,Science,85.7,93.2,Final
7931,Student_7931,II,Male,Science,62.1,80.3,Mid
7932,Student_7932,III,Other,Science,98.8,92.6,Final
7933,Student_7933,I,Other,Science,46.3,48.7,Mid
