Adm_No,Name,Class,Gender,Subject,Marks,Percentage
3764,Student_3764,II,Female,Science,84.8,76.6
3765,Student_3765,III,Other,Science,100.0,89.8
3766,Student_3766,I,Female,Science,100.0,75.6
3767,Student_3767,II,Female,Science,48.4,46.7
3768,Student_3768,III,Other,Science,75.8,75.8
3769,Student_3769,I,Male,Science,53.2,55.6
3770,Student_3770,II,Female,Science,30.7,29.1
3771,Student_3771,III,Other,Science,81.5,59.5
3772,Student_3772,I,Female,Science,81.6,73.5
3773,Student_3773,II,Other,Science,100.0,100.0
3774,Student_3774,III,Other,Science,45.8,62.6
3775,Student_3775,I,Female,Science,71.2,67.2
3776,Student_3776,II,Other,Science,35.6,46.1
3777,Student_3777,III,Male,Science,69.3,55.8
3778,Student_3778,I,Male,Science,64.0,66.8
3779,Student_3779,II,Other,Science,74.2,92.6
3780,Student_3780,III,Male,Science,59.8,73.5
3781,Student_3781,I,Female,Science,37.8,44.8
3782,Student_3782,II,Female,Science,71.7,72.5
3783,Student_3783,III,Female,Science,37.4,40.3
3784,Student_3784,I,Other,Science,80.8,85.3
3785,Student_3785,II,Male,Science,67.1,50.1
3786,Student_3786,III,Female,Science,47.9,53.3
3787,Student_3787,I,Male,Science,43.7,50.6
3788,Student_3788,II,Male,Science,35.0,34.8
3789,Student_3789,III,Male,Science,54.0,58.3
3790,Student_3790,I,Other,Science,84.8,83.0
3791,Student_3791,II,Male,Science,31.0,41.0
3792,Student_3792,III,Other,Science,61.6,60.2
3793,Student_3793,I,Female,Science,68.8,87.5
3794,Student_3794,II,Female,Science,40.4,49.8
3795,Student_3795,III,Other,Science,62.2,66.8
3796,Student_3796,I,Other,Science,79.3,84.5
3797,Student_3797,II,Male,Science,78.3,78.3
3798,Student_3798,III,Other,Science,77.1,87.2
3799,Student_3799,I,Other,Science,35.9,36.3
3800,Student_3800,II,Other,Science,84.6,81.1
3801,Student_3801,III,Male,Science,69.2,72.3
3802,Student_3802,I,Female,Science,31.8,30.9
3803,Student_3803,II,Female,Science,50.9,55.3
3804,Student_3804,III,Female,Science,71.7,73.2
3805,Student_3805,I,Female,Science,35.9,39.8
3806,Student_3806,II,Female,Science,88.1,61.3
3807,Student_3807,III,Female,Science,53.4,53.6
3808,Student_3808,I,Female,Science,56.8,67.7
3809,Student_3809,II,Other,Science,40.8,43.8
3810,Student_3810,III,Other,Science,15.3,28.4
3811,Student_3811,I,Male,Science,40.3,63.3
3812,Student_3812,II,Female,Science,77.5,76.9
3813,Student_3813,III,Other,Science,90.9,80.8
3814,Student_3814,I,Female,Science,35.8,30.9
3815,Student_3815,II,Other,Science,88.8,87.8
3816,Student_3816,III,Male,Science,78.1,69.4
3817,Student_3817,I,Female,Science,84.7,89.4
3818,Student_3818,II,Other,Science,49.0,73.9
3819,Student_3819,III,Other,Science,75.4,70.6
3820,Student_3820,I,Female,Science,81.3,84.9
3821,Student_3821,II,Female,Science,67.1,62.3
3822,Student_3822,III,Female,Science,92.0,87.3
3823,Student_3823,I,Other,Science,86.2,86.2
3824,Student_3824,II,Female,Science,82.0,80.5
3825,Student_3825,III,Male,Science,64.6,59.3
3826,Student_3826,I,Male,Science,71.4,75.0
3827,Student_3827,II,Female,Science,82.0,74.8
3828,Student_3828,III,Other,Science,98.4,75.8
3829,Student_3829,I,Female,Science,67.1,65.1
3830,Student_3830,II,Other,Science,56.9,53.3
3831,Student_3831,III,Other,Science,100.0,95.7
3832,Student_3832,I,Female,Science,58.8,47.6
3833,Student_3833,II,Other,Science,54.7,55.9
3834,Student_3834,III,Female,Science,23.1,40.5
3835,Student_3835,I,Female,Science,24.4,33.8
3836,Student_3836,II,Other,Science,72.1,69.9
3837,Student_3837,III,Female,Science,32.6,36.8
3838,Student_3838,I,Female,Science,31.1,39.1
3839,Student_3839,II,Female,Science,24.3,20.9
3840,Student_3840,III,Other,Science,34.0,40.8
3841,Student_3841,I,Male,Science,100.0,100.0
3842,Student_3842,II,Male,Science,63.5,70.9
3843,Student_3843,III,Female,Science,37.4,37.3
3844,Student_3844,I,Male,Science,71.5,75.1
3845,Student_3845,II,Female,Science,63.1,67.1
3846,Student_3846,III,Female,Science,70.0,67.2
3847,Student_3847,I,Female,Science,15.6,40.2
3848,Student_3848,II,Male,Science,87.2,87.3
3849,Student_3849,III,Male,Science,54.2,46.3
3850,Student_3850,I,Female,Science,46.4,37.8
3851,Student_3851,II,Other,Science,91.7,87.1
3852,Student_3852,III,Other,Science,77.3,72.1
3853,Student_3853,I,Female,Science,39.1,34.0
3854,Student_3854,II,Male,Science,60.3,46.9
3855,Student_3855,III,Male,Science,84.3,81.8
3856,Student_3856,I,Female,Science,34.9,36.5
3857,Student_3857,II,Male,Science,46.1,53.6
3858,Student_3858,III,Other,Science,64.5,67.1
3859,Student_3859,I,Female,Science,59.2,53.2
3860,Student_3860,II,Other,Science,57.5,49.7
3861,Student_3861,III,Male,Science,51.8,56.6
3862,Student_3862,I,Female,Science,59.4,64.2
3863,Student_3863,II,Other,Science,41.2,36.0
3864,Student_3864,III,Male,Science,100.0,89.5
3865,Student_3865,I,Other,Science,93.0,70.7
3866,Student_3866,II,Female,Science,46.1,40.6
3867,Student_3867,III,Female,Science,41.9,47.3
3868,Student_3868,I,Female,Science,60.8,70.2
3869,Student_3869,II,Other,Science,97.1,80.6
3870,Student_3870,III,Other,Science,43.1,39.4
3871,Student_3871,I,Male,Science,46.1,49.1
3872,Student_3872,II,Female,Science,61.3,66.7
3873,Student_3873,III,Other,Science,78.1,63.0
3874,Student_3874,I,Male,Science,34.3,37.0
3875,Student_3875,II,Female,Science,84.1,71.8
3876,Student_3876,III,Other,Science,99.3,91.5
3877,Student_3877,I,Male,Science,55.7,58.4
3878,Student_3878,II,Female,Science,37.1,19.5
3879,Student_3879,III,Female,Science,34.4,34.4
3880,Student_3880,I,Male,Science,68.9,73.4
3881,Student_3881,II,Male,Science,87.0,72.7
3882,Student_3882,III,Female,Science,90.5,82.3
3883,Student_3883,I,Male,Science,68.9,73.1
3884,Student_3884,II,Other,Science,58.4,49.8
3885,Student_3885,III,Female,Science,59.2,48.0
3886,Student_3886,I,Other,Science,92.9,86.1
3887,Student_3887,II,Female,Science,82.1,87.2
3888,Student_3888,III,Male,Science,65.1,61.8
3889,Student_3889,I,Female,Science,53.5,64.0
3890,Student_3890,II,Other,Science,29.9,33.4
3891,Student_3891,III,Female,Science,25.0,28.1
3892,Student_3892,I,Male,Science,58.7,50.4
3893,Student_3893,II,Male,Science,96.4,86.9
3894,Student_3894,III,Female,Science,68.1,81.6
3895,Student_3895,I,Other,Science,75.8,71.3
3896,Student_3896,II,Female,Science,62.1,62.5
3897,Student_3897,III,Male,Science,30.0,26.1
3898,Student_3898,I,Male,Science,100.0,92.2
3899,Student_3899,II,Female,Science,47.4,51.4
3900,Student_3900,III,Female,Science,97.4,100.0
3901,Student_3901,I,Male,Science,59.8,52.5
3902,Student_3902,II,Other,Science,35.8,34.8
3903,Student_3903,III,Male,Science,48.2,63.3
3904,Student_3904,I,Male,Science,57.2,39.7
3905,Student_3905,II,Female,Science,38.9,36.1
3906,Student_3906,III,Other,Science,78.5,68.6
3907,Student_3907,I,Female,Science,75.2,79.3
3908,Student_3908,II,Other,Science,35.2,48.8
3909,Student_3909,III,Male,Science,74.4,75.1
3910,Student_3910,I,Female,Science,69.0,66.4
3911,Student_3911,II,Male,Science,55.3,43.2
3912,Student_3912,III,Male,Science,50.9,55.1
3913,Student_3913,I,Female,Science,73.7,63.4
3914,Student_3914,II,Male,Science,67.9,80.9
3915,Student_3915,III,Male,Science,62.3,65.5
3916,Student_3916,I,Male,Science,85.4,82.7
3917,Student_3917,II,Other,Science,57.9,68.5
3918,Student_3918,III,Female,Science,82.8,66.8
3919,Student_3919,I,Female,Science,80.4,82.4
3920,Student_3920,II,Other,Science,64.5,71.5
3921,Student_3921,III,Female,Science,28.3,38.2
3922,Student_3922,I,Other,Science,75.3,87.1
3923,Student_3923,II,Female,Science,66.7,59.2
3924,Student_3924,III,Male,Science,69.2,76.8
3925,Student_3925,I,Male,Science,84.1,80.2
3926,Student_3926,II,Male,Science,57.3,61.2
3927,Student_3927,III,Male,Science,74.3,64.8
3928,Student_3928,I,Male,Science,69.0,65.0
3929,Student_3929,II,Female,Science,76.0,68.6
3930,Student_3930,III,Other,Science,69.6,44.0
3931,Student_3931,I,Male,Science,76.3,80.4
3932,Student_3932,II,Male,Science,74.7,72.9
3933,Student_3933,III,Other,Science,83.5,81.4
3934,Student_3934,I,Male,Science,42.5,38.1
3935,Student_3935,II,Other,Science,45.8,49.7
3936,Student_3936,III,Female,Science,36.7,29.6
3937,Student_3937,I,Other,Science,94.2,72.6
3938,Student_3938,II,Female,Science,83.1,83.5
3939,Student_3939,III,Female,Science,68.6,68.3
3940,Student_3940,I,Male,Science,77.2,86.5
3941,Student_3941,II,Female,Science,48.7,64.6
3942,Student_3942,III,Other,Science,35.6,45.1
3943,Student_3943,I,Other,Science,59.1,71.9
3944,Student_3944,II,Male,Science,47.7,59.4
3945,Student_3945,III,Male,Science,68.6,74.9
3946,Student_3946,I,Male,Science,71.6,81.3
3947,Student_3947,II,Other,Science,61.1,69.7
3948,Student_3948,III,Male,Science,43.3,53.1
3949,Student_3949,I,Other,Science,49.5,59.3
3950,Student_3950,II,Female,Science,100.0,80.5
3951,Student_3951,III,Male,Science,40.5,48.6
3952,Student_3952,I,Other,Science,59.1,64.6
3953,Student_3953,II,Other,Science,81.9,77.9
3954,Student_3954,III,Female,Science,69.5,82.4
3955,Student_3955,I,Other,Science,23.3,39.5
3956,Student_3956,II,Other,Science,53.4,64.7
3957,Student_3957,III,Female,Science,51.3,52.8
3958,Student_3958,I,Male,Science,96.5,95.4
3959,Student_3959,II,Other,Science,68.6,62.3
3960,Student_3960,III,Other,Science,67.3,63.0
3961,Student_3961,I,Other,Science,49.6,33.1
3962,Student_3962,II,Other,Science,43.2,42.6
3963,Student_3963,III,Female,Science,68.0,67.7
3964,Student_3964,I,Female,Science,61.9,71.0
3965,Student_3965,II,Other,Science,73.9,74.0
3966,Student_3966,III,Other,Science,92.4,100.0
3967,Student_3967,I,Male,Science,29.4,41.5
3968,Student_3968,II,Female,Science,73.8,55.6
3969,Student_3969,III,Female,Science,64.0,76.6
3970,Student_3970,I,Other,Science,88.6,70.3
3971,Student_3971,II,Other,Science,73.7,62.1
3972,Student_3972,III,Male,Science,58.1,59.0
3973,Student_3973,I,Other,Science,20.5,34.1
3974,Student_3974,II,Female,Science,64.9,66.6
3975,Student_3975,III,Male,Science,83.8,93.7
3976,Student_3976,I,Female,Science,90.8,74.6
3977,Student_3977,II,Male,Science,63.9,57.6
3978,Student_3978,III,Other,Science,77.2,67.0
3979,Student_3979,I,Other,Science,70.0,72.8
3980,Student_3980,II,Other,Science,92.0,92.7
3981,Student_3981,III,Female,Science,35.3,29.4
3982,Student_3982,I,Female,Science,56.4,60.1
3983,Student_3983,II,Female,Science,97.6,82.5
3984,Student_3984,III,Other,Science,78.9,84.6
3985,Student_3985,I,Male,Science,94.8,81.2
3986,Student_3986,II,Other,Science,36.5,45.6
3987,Student_3987,III,Female,Science,76.4,81.8
3988,Student_3988,I,Female,Science,41.7,44.5
3989,Student_3989,II,Other,Science,44.0,48.0
3990,Student_3990,III,Male,Science,76.5,84.2
3991,Student_3991,I,Male,Science,39.2,59.9
3992,Student_3992,II,Male,Science,51.5,50.2
3993,Student_3993,III,Other,Science,50.9,58.3
3994,Student_3994,I,Male,Science,82.7,87.0
3995,Student_3995,II,Female,Science,47.3,41.0
3996,Student_3996,III,Male,Science,43.5,51.0
3997,Student_3997,I,Other,Science,70.5,71.2
3998,Student_3998,II,Other,Science,77.5,85.1
3999,Student_3999,III,Female,Science,89.0,72.3
4000,Student_4000,I,Male,Science,36.0,27.7
4001,Student_4001,II,Female,Science,51.9,52.3
4002,Student_4002,III,Other,Science,69.6,69.1
4003,Student_4003,I,Other,Science,46.2,63.4
4004,Student_4004,II,Female,Science,74.5,81.1
4005,Student_4005,III,Female,Science,75.3,60.3
4006,Student_4006,I,Female,Science,60.5,66.5
4007,Student_4007,II,Male,Science,52.6,54.1
4008,Student_4008,III,Male,Science,47.6,64.6
4009,Student_4009,I,Other,Science,62.5,57.7
4010,Student_4010,II,Female,Science,57.9,59.3
4011,Student_4011,III,Other,Science,18.4,29.5
4012,Student_4012,I,Female,Science,37.7,51.4
4013,Student_4013,II,Female,Science,87.1,66.8
4014,Student_4014,III,Female,Science,23.9,29.0
4015,Student_4015,I,Other,Science,60.6,67.6
4016,Student_4016,II,Male,Science,42.3,35.1
4017,Student_4017,III,Female,Science,79.2,100.0
4018,Student_4018,I,Other,Science,61.5,46.5
4019,Student_4019,II,Male,Science,70.1,75.3
4020,Student_4020,III,Male,Science,53.1,56.3
4021,Student_4021,I,Male,Science,44.9,53.8
4022,Student_4022,II,Female,Science,88.2,88.4
4023,Student_4023,III,Male,Science,74.2,81.7
4024,Student_4024,I,Female,Science,79.9,82.0
4025,Student_4025,II,Male,Science,13.5,24.4
4026,Student_4026,III,Male,Science,55.6,54.9
4027,Student_4027,I,Male,Science,49.9,54.6
4028,Student_4028,II,Other,Science,78.5,77.6
4029,Student_4029,III,Female,Science,71.1,75.1
4030,Student_4030,I,Male,Science,72.2,56.6
4031,Student_4031,II,Female,Science,43.2,45.5
4032,Student_4032,III,Other,Science,53.7,47.5
4033,Student_4033,I,Other,Science,58.9,60.3
4034,Student_4034,II,Other,Science,40.2,32.6
4035,Student_4035,III,Female,Science,51.2,57.6
4036,Student_4036,I,Female,Science,95.9,100.0
4037,Student_4037,II,Male,Science,73.4,73.7
4038,Student_4038,III,Male,Science,29.1,50.6
4039,Student_4039,I,Other,Science,64.5,61.6
4040,Student_4040,II,Male,Science,46.5,54.6
4041,Student_4041,III,Other,Science,13.9,18.2
4042,Student_4042,I,Other,Science,92.7,84.6
4043,Student_4043,II,Other,Science,60.5,61.1
4044,Student_4044,III,Female,Science,53.8,59.4
4045,Student_4045,I,Other,Science,73.0,71.1
4046,Student_4046,II,Male,Science,35.0,41.5
4047,Student_4047,III,Other,Science,35.2,35.9
4048,Student_4048,I,Female,Science,63.5,73.4
4049,Student_4049,II,Other,Science,51.1,42.0
4050,Student_4050,III,Male,Science,18.4,30.7
4051,Student_4051,I,Other,Science,100.0,100.0
4052,Student_4052,II,Female,Science,57.1,77.0
4053,Student_4053,III,Male,Science,50.9,52.0
4054,Student_4054,I,Female,Science,72.8,69.2
4055,Student_4055,II,Male,Science,30.5,40.5
4056,Student_4056,III,Male,Science,97.0,92.8
4057,Student_4057,I,Female,Science,67.9,68.2
4058,Student_4058,II,Other,Science,52.7,57.0
4059,Student_4059,III,Male,Science,63.9,62.7
4060,Student_4060,I,Male,Science,40.7,27.9
4061,Student_4061,II,Female,Science,85.8,83.5
4062,Student_4062,III,Female,Science,41.1,52.9
4063,Student_4063,I,Male,Science,80.2,89.6
4064,Student_4064,II,Female,Science,36.8,45.8
4065,Student_4065,III,Female,Science,53.0,57.7
4066,Student_4066,I,Other,Science,35.7,31.8
4067,Student_4067,II,Male,Science,55.0,48.9
4068,Student_4068,III,Female,Science,57.1,52.6
4069,Student_4069,I,Male,Science,42.0,74.0
4070,Student_4070,II,Other,Science,76.6,73.1
4071,Student_4071,III,Other,Science,46.4,50.6
4072,Student_4072,I,Female,Science,61.1,55.2
4073,Student_4073,II,Female,Science,64.2,53.2
4074,Student_4074,III,Other,Science,52.0,67.5
4075,Student_4075,I,Male,Science,68.6,70.8
4076,Student_4076,II,Male,Science,69.6,62.1
4077,Student_4077,III,Male,Science,54.9,51.5
4078,Student_4078,I,Other,Science,54.5,43.7
4079,Student_4079,II,Male,Science,42.0,30.7
4080,Student_4080,III,Male,Science,63.9,66.9
4081,Student_4081,I,Male,Science,39.6,47.6
4082,Student_4082,II,Other,Science,73.4,81.7
4083,Student_4083,III,Other,Science,40.8,31.9
4084,Student_4084,I,Other,Science,51.9,45.4
4085,Student_4085,II,Male,Science,35.8,33.1
4086,Student_4086,III,Female,Science,70.4,70.7
4087,Student_4087,I,Female,Science,90.2,85.4
4088,Student_4088,II,Female,Science,86.4,85.3
4089,Student_4089,III,Male,Science,57.2,61.4
4090,Student_4090,I,Female,Science,47.5,35.5
4091,Student_4091,II,Male,Science,68.0,79.9
4092,Student_4092,III,Male,Science,82.4,74.0
4093,Student_4093,I,Male,Science,58.5,69.9
4094,Student_4094,II,Other,Science,69.5,66.5
4095,Student_4095,III,Other,Science,83.3,72.0
4096,Student_4096,I,Other,Science,62.9,55.1
4097,Student_4097,II,Female,Science,34.4,33.4
4098,Student_4098,III,Female,Science,60.3,78.1
4099,Student_4099,I,Female,Science,20.8,31.2
4100,Student_4100,II,Male,Science,44.2,40.2
4101,Student_4101,III,Other,Science,30.5,33.5
4102,Student_4102,I,Other,Science,21.7,27.5
4103,Student_4103,II,Male,Science,56.2,83.8
4104,Student_4104,III,Male,Science,42.7,46.3
4105,Student_4105,I,Male,Science,55.6,55.4
4106,Student_4106,II,Female,Science,75.5,81.5
4107,Student_4107,III,Male,Science,32.8,33.2
4108,Student_4108,I,Male,Science,42.0,46.4
4109,Student_4109,II,Female,Science,60.6,54.3
4110,Student_4110,III,Male,Science,35.7,37.6
4111,Student_4111,I,Male,Science,40.0,42.8
4112,Student_4112,II,Male,Science,56.5,58.2
4113,Student_4113,III,Other,Science,37.1,42.9
4114,Student_4114,I,Female,Science,90.1,80.4
4115,Student_4115,II,Male,Science,90.5,97.2
4116,Student_4116,III,Female,Science,60.3,53.7
4117,Student_4117,I,Male,Science,35.6,44.3
4118,Student_4118,II,Female,Science,47.9,31.9
4119,Student_4119,III,Female,Science,62.9,39.1
4120,Student_4120,I,Other,Science,74.7,70.7
4121,Student_4121,II,Female,Science,83.5,78.2
4122,Student_4122,III,Other,Science,46.9,47.8
4123,Student_4123,I,Male,Science,46.1,45.5
4124,Student_4124,II,Male,Science,46.9,55.1
4125,Student_4125,III,Female,Science,64.3,74.5
4126,Student_4126,I,Male,Science,56.5,52.1
4127,Student_4127,II,Female,Science,64.9,73.6
4128,Student_4128,III,Female,Science,57.4,51.7
4129,Student_4129,I,Other,Science,53.8,45.5
4130,Student_4130,II,Female,Science,98.0,85.8
4131,Student_4131,III,Other,Science,22.6,31.5
4132,Student_4132,I,Female,Science,69.4,80.6
4133,Student_4133,II,Female,Science,70.9,64.6
4134,Student_4134,III,Male,Science,70.3,63.6
4135,Student_4135,I,Other,Science,73.2,67.0
4136,Student_4136,II,Other,Science,85.0,77.7
4137,Student_4137,III,Male,Science,61.0,70.3
4138,Student_4138,I,Male,Science,29.5,29.9
4139,Student_4139,II,Male,Science,72.3,75.0
4140,Student_4140,III,Female,Science,44.5,37.1
4141,Student_4141,I,Female,Science,51.9,46.7
4142,Student_4142,II,Male,Science,43.6,38.5
4143,Student_4143,III,Male,Science,77.9,75.5
4144,Student_4144,I,Female,Science,76.1,75.2
4145,Student_4145,II,Female,Science,88.6,92.1
4146,Student_4146,III,Female,Science,59.5,57.8
4147,Student_4147,I,Male,Science,95.3,90.0
4148,Student_4148,II,Other,Science,100.0,91.8
4149,Student_4149,III,Other,Science,47.3,35.5
4150,Student_4150,I,Male,Science,85.4,79.8
4151,Student_4151,II,Male,Science,58.6,46.3
4152,Student_4152,III,Female,Science,63.5,56.8
4153,Student_4153,I,Female,Science,69.5,84.9
4154,Student_4154,II,Male,Science,46.8,38.5
4155,Student_4155,III,Male,Science,67.9,78.1
4156,Student_4156,I,Other,Science,95.7,81.4
4157,Student_4157,II,Female,Science,65.3,85.4
4158,Student_4158,III,Male,Science,50.8,71.4
4159,Student_4159,I,Female,Science,83.9,67.0
4160,Student_4160,II,Male,Science,91.0,72.1
4161,Student_4161,III,Male,Science,56.5,44.8
4162,Student_4162,I,Other,Science,98.9,84.8
4163,Student_4163,II,Male,Science,48.0,60.7
4164,Student_4164,III,Male,Science,80.6,70.1
4165,Student_4165,I,Other,Science,86.9,95.6
4166,Student_4166,II,Male,Science,56.9,45.6
4167,Student_4167,III,Female,Science,83.8,88.2
4168,Student_4168,I,Other,Science,53.4,54.4
4169,Student_4169,II,Other,Science,36.1,25.9
4170,Student_4170,III,Other,Science,52.0,52.4
4171,Student_4171,I,Female,Science,77.9,72.8
4172,Student_4172,II,Other,Science,77.4,84.2
4173,Student_4173,III,Male,Science,38.9,46.1
4174,Student_4174,I,Male,Science,41.3,43.9
4175,Student_4175,II,Male,Science,69.5,80.3
4176,Student_4176,III,Female,Science,74.2,67.4
4177,Student_4177,I,Other,Science,73.6,70.3
4178,Student_4178,II,Other,Science,36.2,49.6
4179,Student_4179,III,Other,Science,100.0,96.8
4180,Student_4180,I,Male,Science,100.0,99.8
4181,Student_4181,II,Other,Science,59.1,59.6
4182,Student_4182,III,Other,Science,33.0,38.2
4183,Student_4183,I,Female,Science,100.0,96.6
4184,Student_4184,II,Male,Science,84.3,93.1
4185,Student_4185,III,Male,Science,74.7,58.6
4186,Student_4186,I,Other,Science,71.8,71.8
4187,Student_4187,II,Male,Science,86.9,73.4
4188,Student_4188,III,Female,Science,51.0,43.4
4189,Student_4189,I,Other,Science,100.0,80.3
4190,Student_4190,II,Female,Science,81.0,73.1
4191,Student_4191,III,Male,Science,81.5,61.9
4192,Student_4192,I,Female,Science,81.0,85.6
4193,Student_4193,II,Male,Science,51.8,61.3
4194,Student_4194,III,Male,Science,79.7,81.8
4195,Student_4195,I,Other,Science,40.3,39.0
4196,Student_4196,II,Female,Science,90.0,88.9
4197,Student_4197,III,Other,Science,38.0,37.8
4198,Student_4198,I,Other,Science,57.2,53.7
4199,Student_4199,II,Female,Science,79.7,71.6
4200,Student_4200,III,Female,Science,15.6,28.4
4201,Student_4201,I,Male,Science,43.3,44.7
4202,Student_4202,II,Female,Science,69.5,73.6
4203,Student_4203,III,Other,Science,59.2,56.8
4204,Student_4204,I,Male,Science,84.2,84.9
4205,Student_4205,II,Male,Science,62.4,48.7
4206,Student_4206,III,Other,Science,61.6,56.8
4207,Student_4207,I,Other,Science,77.3,66.6
4208,Student_4208,II,Female,Science,52.7,55.0
4209,Student_4209,III,Other,Science,69.0,60.0
4210,Student_4210,I,Male,Science,48.3,53.5
4211,Student_4211,II,Female,Science,30.8,40.5
4212,Student_4212,III,Other,Science,48.6,35.0
4213,Student_4213,I,Female,Science,70.9,71.5
4214,Student_4214,II,Female,Science,44.7,45.0
4215,Student_4215,III,Male,Science,33.5,41.4
4216,Student_4216,I,Female,Science,39.7,49.2
4217,Student_4217,II,Female,Science,100.0,86.4
4218,Student_4218,III,Other,Science,57.6,47.3
4219,Student_4219,I,Male,Science,78.9,87.7
4220,Student_4220,II,Female,Science,50.7,58.1
4221,Student_4221,III,Female,Science,100.0,100.0
4222,Student_4222,I,Other,Science,53.0,57.1
4223,Student_4223,II,Male,Science,74.4,82.0
4224,Student_4224,III,Other,Science,50.4,57.8
4225,Student_4225,I,Other,Science,98.0,100.0
4226,Student_4226,II,Female,Science,35.7,49.7
4227,Student_4227,III,Female,Science,70.9,78.8
4228,Student_4228,I,Male,Science,41.4,30.6
4229,Student_4229,II,Male,Science,68.4,79.3
4230,Student_4230,III,Male,Science,80.7,81.5
4231,Student_4231,I,Male,Science,68.7,66.0
4232,Student_4232,II,Female,Science,63.4,53.2
4233,Student_4233,III,Male,Science,67.4,80.4
4234,Student_4234,I,Male,Science,48.7,57.3
4235,Student_4235,II,Other,Science,63.2,63.9
4236,Student_4236,III,Male,Science,59.5,49.8
4237,Student_4237,I,Male,Science,84.1,77.7
4238,Student_4238,II,Female,Science,62.0,45.8
4239,Student_4239,III,Other,Science,58.3,64.7
4240,Student_4240,I,Other,Science,32.9,40.4
4241,Student_4241,II,Male,Science,78.2,84.9
4242,Student_4242,III,Male,Science,66.4,73.3
4243,Student_4243,I,Other,Science,51.7,60.8
4244,Student_4244,II,Other,Science,68.5,64.4
4245,Student_4245,III,Female,Science,55.5,72.7
4246,Student_4246,I,Other,Science,64.0,51.9
4247,Student_4247,II,Other,Science,56.3,57.9
4248,Student_4248,III,Other,Science,74.2,70.2
4249,Student_4249,I,Other,Science,47.7,61.4
4250,Student_4250,II,Other,Science,58.0,66.0
4251,Student_4251,III,Male,Science,46.6,52.7
4252,Student_4252,I,Other,Science,25.3,30.5
4253,Student_4253,II,Other,Science,41.4,46.9
4254,Student_4254,III,Male,Science,46.5,46.7
4255,Student_4255,I,Male,Science,31.6,37.3
4256,Student_4256,II,Female,Science,69.5,62.9
4257,Student_4257,III,Male,Science,65.7,57.8
4258,Student_4258,I,Other,Science,55.2,37.6
4259,Student_4259,II,Female,Science,81.4,79.1
4260,Student_4260,III,Female,Science,56.8,58.7
4261,Student_4261,I,Other,Science,84.8,83.7
4262,Student_4262,II,Other,Science,86.2,81.9
4263,Student_4263,III,Other,Science,48.5,55.6
4264,Student_4264,I,Other,Science,77.6,69.1
4265,Student_4265,II,Other,Science,54.5,47.2
4266,Student_4266,III,Male,Science,64.7,81.4
4267,Student_4267,I,Other,Science,85.2,66.3
4268,Student_4268,II,Male,Science,68.9,65.9
4269,Student_4269,III,Male,Science,42.4,51.4
4270,Student_4270,I,Female,Science,79.4,89.0
4271,Student_4271,II,Male,Science,54.5,52.2
4272,Student_4272,III,Male,Science,60.1,68.2
4273,Student_4273,I,Other,Science,76.4,85.4
4274,Student_4274,II,Female,Science,73.6,77.6
4275,Student_4275,III,Other,Science,48.0,42.9
4276,Student_4276,I,Other,Science,54.1,57.5
4277,Student_4277,II,Female,Science,66.1,74.4
4278,Student_4278,III,Female,Science,92.4,76.8
4279,Student_4279,I,Other,Science,60.1,55.1
4280,Student_4280,II,Male,Science,66.1,74.6
4281,Student_4281,III,Other,Science,90.7,88.4
4282,Student_4282,I,Other,Science,62.6,61.2
4283,Student_4283,II,Male,Science,40.8,40.8
4284,Student_4284,III,Male,Science,78.1,77.6
4285,Student_4285,I,Other,Science,63.4,65.0
4286,Student_4286,II,Other,Science,100.0,100.0
4287,Student_4287,III,Other,Science,91.2,91.4
4288,Student_4288,I,Male,Science,54.5,52.4
4289,Student_4289,II,Other,Science,70.0,65.4
4290,Student_4290,III,Other,Science,84.9,85.3
4291,Student_4291,I,Other,Science,52.2,44.8
4292,Student_4292,II,Female,Science,47.6,34.2
4293,Student_4293,III,Female,Science,83.6,86.1
4294,Student_4294,I,Female,Science,33.3,38.5
4295,Student_4295,II,Male,Science,67.5,81.0
4296,Student_4296,III,Female,Science,50.4,43.3
4297,Student_4297,I,Male,Science,55.6,57.0
4298,Student_4298,II,Male,Science,76.0,87.4
4299,Student_4299,III,Male,Science,22.6,27.8
4300,Student_4300,I,Female,Science,36.8,32.2
4301,Student_4301,II,Male,Science,43.0,34.9
4302,Student_4302,III,Other,Science,100.0,95.9
4303,Student_4303,I,Other,Science,92.6,93.0
4304,Student_4304,II,Other,Science,80.5,73.1
4305,Student_4305,III,Male,Science,72.7,71.5
4306,Student_4306,I,Male,Science,85.6,83.4
4307,Student_4307,II,Female,Science,33.2,40.9
4308,Student_4308,III,Other,Science,63.3,52.3
4309,Student_4309,I,Male,Science,99.0,92.0
4310,Student_4310,II,Other,Science,34.2,37.8
4311,Student_4311,III,Female,Science,80.0,68.7
4312,Student_4312,I,Other,Science,49.9,62.3
4313,Student_4313,II,Male,Science,63.0,70.7
4314,Student_4314,III,Female,Science,31.2,43.1
4315,Student_4315,I,Female,Science,44.6,48.4
4316,Student_4316,II,Male,Science,38.9,46.0
4317,Student_4317,III,Other,Science,100.0,97.3
4318,Student_4318,I,Other,Science,40.1,38.6
4319,Student_4319,II,Female,Science,60.7,63.3
4320,Student_4320,III,Female,Science,73.2,68.7
4321,Student_4321,I,Female,Science,55.6,47.5
