Adm_No,Name,Gender,Class
14859,Student_14859,Female,III
14860,Student_14860,Female,I
14861,Student_14861,Female,II
14862,Student_14862,Male,III
14863,Student_14863,Male,I
14864,Student_14864,Male,II
14865,Student_14865,Female,III
14866,Student_14866,Other,I
14867,Student_14867,Female,II
14868,Student_14868,Male,III
14869,Student_14869,Female,I
14870,Student_14870,Other,II
14871,Student_14871,Female,III
14872,Student_14872,Male,I
14873,Student_14873,Male,II
14874,Student_14874,Female,III
14875,Student_14875,Other,I
14876,Student_14876,Male,II
14877,Student_14877,Other,III
14878,Student_14878,Other,I
14879,Student_14879,Male,II
14880,Student_14880,Male,III
14881,Student_14881,Male,I
14882,Student_14882,Female,II
14883,Student_14883,Male,III
14884,Student_14884,Other,I
14885,Student_14885,Male,II
14886,Student_14886,Female,III
14887,Student_14887,Other,I
14888,Student_14888,Male,II
14889,Student_14889,Male,III
14890,Student_14890,Other,I
14891,Student_14891,Male,II
14892,Student_14892,Female,III
14893,Student_14893,Male,I
14894,Student_14894,Male,II
14895,Student_14895,Female,III
14896,Student_14896,Female,I
14897,Student_14897,Female,II
14898,Student_14898,Other,III
14899,Student_14899,Male,I
14900,Student_14900,Female,II
14901,Student_14901,Male,III
14902,Student_14902,Other,I
14903,Student_14903,Female,II
14904,Student_14904,Other,III
14905,Student_14905,Male,I
14906,Student_14906,Female,II
14907,Student_14907,Male,III
14908,Student_14908,Male,I
14909,Student_14909,Other,II
14910,Student_14910,Other,III
14911,Student_14911,Male,I
14912,Student_14912,Female,II
14913,Student_14913,Other,III
14914,Student_14914,Male,I
14915,Student_14915,Other,II
14916,Student_14916,Male,III
14917,Student_14917,Female,I
14918,Student_14918,Other,II
14919,Student_14919,Other,III
14920,Student_14920,Male,I
14921,Student_14921,Male,II
14922,Student_14922,Male,III
14923,Student_14923,Female,I
14924,Student_14924,Male,II
14925,Student_14925,Other,III
14926,Student_14926,Male,I
14927,Student_14927,Female,II
14928,Student_14928,Other,III
14929,Student_14929,Female,I
14930,Student_14930,Female,II
14931,Student_14931,Male,III
14932,Student_14932,Other,I
14933,Student_14933,Other,II
14934,Student_14934,Other,III
14935,Student_14935,Male,I
14936,Student_14936,Female,II
14937,Student_14937,Other,III
14938,Student_14938,Other,I
14939,Student_14939,Female,II
14940,Student_14940,Other,III
14941,Student_14941,Male,I
14942,Student_14942,Other,II
14943,Student_14943,Female,III
14944,Student_14944,Other,I
14945,Student_14945,Female,II
14946,Student_14946,Female,III
14947,Student_14947,Other,I
14948,Student_14948,Other,II
14949,Student_14949,Other,III
14950,Student_14950,Male,I
14951,Student_14951,Female,II
14952,Student_14952,Other,III
14953,Student_14953,Other,I
14954,Student_14954,Female,II
14955,Student_14955,Other,III
14956,Student_14956,Female,I
14957,Student_14957,Male,II
14958,Student_14958,Other,III
14959,Student_14959,Female,I
14960,Student_14960,Female,II
14961,Student_14961,Male,III
14962,Student_14962,Male,I
14963,Student_14963,Female,II
14964,Student_14964,Other,III
14965,Student_14965,Male,I
14966,Student_14966,Other,II
14967,Student_14967,Other,III
14968,Student_14968,Female,I
14969,Student_14969,Other,II
14970,Student_14970,Other,III
14971,Student_14971,Other,I
14972,Student_14972,Other,II
14973,Student_14973,Other,III
14974,Student_14974,Other,I
14975,Student_14975,Male,II
14976,Student_14976,Female,III
14977,Student_14977,Other,I
14978,Student_14978,Female,II
14979,Student_14979,Male,III
14980,Student_14980,Other,I
14981,Student_14981,Female,II
14982,Student_14982,Other,III
14983,Student_14983,Male,I
14984,Student_14984,Male,II
14985,Student_14985,Female,III
14986,Student_14986,Male,I
14987,Student_14987,Female,II
14988,Student_14988,Female,III
14989,Student_14989,Male,I
14990,Student_14990,Other,II
14991,Student_14991,Male,III
14992,Student_14992,Other,I
14993,Student_14993,Male,II
14994,Student_14994,Female,III
14995,Student_14995,Other,I
14996,Student_14996,Male,II
14997,Student_14997,Other,III
14998,Student_14998,Male,I
14999,Student_14999,Other,II
15000,Student_15000,Other,III
7271,Student_7271,Male,I
861,Student_861,Other,II
5391,Student_5391,Female,III
13419,Student_13419,Other,I
5192,Student_5192,Female,II
11965,Student_11965,Other,III
11285,Student_11285,Other,I
5735,Student_5735,Female,II
6266,Student_6266,Other,III
467,Student_467,Female,I
13527,Student_13527,Other,II
4427,Student_4427,Female,III
5579,Student_5579,Female,I
14424,Student_14424,Female,II
11637,Student_11637,Female,III
11364,Student_11364,Other,I
11112,Student_11112,Male,II
8323,Student_8323,Male,III
1686,Student_1686,Other,I
770,Student_770,Male,II
10584,Student_10584,Male,III
13804,Student_13804,Male,I
6950,Student_6950,Female,II
2434,Student_2434,Male,III
5312,Student_5312,Female,I
5052,Student_5052,Male,II
6421,Student_6421,Male,III
1185,Student_1185,Male,I
4556,Student_4556,Female,II
3386,Student_3386,Female,III
12310,Student_12310,Female,I
6397,Student_6397,Female,II
13036,Student_13036,Male,III
11097,Student_11097,Other,I
8667,Student_8667,Male,II
9275,Student_9275,Female,III
2559,Student_2559,Male,I
7850,Student_7850,Male,II
2048,Student_2048,Female,III
2748,Student_2748,Other,I
9168,Student_9168,Other,II
9999,Student_9999,Female,III
190,Student_190,Female,I
2735,Student_2735,Other,II
3006,Student_3006,Female,III
4659,Student_4659,Other,I
1900,Student_1900,Other,II
7735,Student_7735,Male,III
1268,Student_1268,Other,I
1529,Student_1529,Other,II
11395,Student_11395,Female,III
3557,Student_3557,Female,I
3891,Student_3891,Female,II
8839,Student_8839,Female,III
14357,Student_14357,Other,I
11081,Student_11081,Female,II
14503,Student_14503,Male,III
5394,Student_5394,Male,I
10628,Student_10628,Male,II
8793,Student_8793,Female,III
10556,Student_10556,Male,I
10254,Student_10254,Female,II
8434,Student_8434,Male,III
10234,Student_10234,Female,I
11017,Student_11017,Male,II
7514,Student_7514,Male,III
2613,Student_2613,Other,I
7042,Student_7042,Female,II
9556,Student_9556,Female,III
6236,Student_6236,Other,I
5487,Student_5487,Other,II
7100,Student_7100,Male,III
9671,Student_9671,Male,I
10749,Student_10749,Female,II
776,Student_776,Male,III
12207,Student_12207,Male,I
8227,Student_8227,Other,II
14542,Student_14542,Male,III
3153,Student_3153,Female,I
10148,Student_10148,Male,II
1586,Student_1586,Female,III
3944,Student_3944,Male,I
7556,Student_7556,Male,II
3074,Student_3074,Other,III
1022,Student_1022,Other,I
11654,Student_11654,Other,II
10806,Student_10806,Other,III
13418,Student_13418,Male,I
3844,Student_3844,Male,II
7990,Student_7990,Other,III
9693,Student_9693,Other,I
12991,Student_12991,Other,II
14738,Student_14738,Female,III
6874,Student_6874,Other,I
5676,Student_5676,Other,II
162,Student_162,Male,III
4298,Student_4298,Male,I
10174,Student_10174,Male,II
996,Student_996,Female,III
14606,Student_14606,Male,I
13104,Student_13104,Other,II
11535,Student_11535,Other,III
12744,Student_12744,Female,I
7630,Student_7630,Male,II
11991,Student_11991,Female,III
9468,Student_9468,Male,I
1017,Student_1017,Female,II
7870,Student_7870,Female,III
6440,Student_6440,Female,I
7893,Student_7893,Female,II
6864,Student_6864,Other,III
7917,Student_7917,Male,I
8530,Student_8530,Other,II
879,Student_879,Male,III
9269,Student_9269,Male,I
4888,Student_4888,Female,II
12186,Student_12186,Female,III
14553,Student_14553,Male,I
4860,Student_4860,Female,II
6332,Student_6332,Female,III
8572,Student_8572,Male,I
8685,Student_8685,Other,II
7209,Student_7209,Other,III
5277,Student_5277,Other,I
2063,Student_2063,Female,II
12077,Student_12077,Male,III
65,Student_65,Male,I
8007,Student_8007,Other,II
2569,Student_2569,Female,III
5464,Student_5464,Other,I
13441,Student_13441,Female,II
2028,Student_2028,Other,III
2696,Student_2696,Female,I
9688,Student_9688,Other,II
5259,Student_5259,Male,III
5619,Student_5619,Male,I
6737,Student_6737,Male,II
392,Student_392,Female,III
13987,Student_13987,Male,I
12707,Student_12707,Other,II
14625,Student_14625,Female,III
12667,Student_12667,Other,I
5893,Student_5893,Other,II
3562,Student_3562,Other,III
10471,Student_10471,Other,I
6185,Student_6185,Female,II
3100,Student_3100,Female,III
6279,Student_6279,Other,I
8393,Student_8393,Other,II
14152,Student_14152,Male,III
13068,Student_13068,Female,I
3105,Student_3105,Male,II
7216,Student_7216,Female,III
12791,Student_12791,Male,I
2455,Student_2455,Other,II
11838,Student_11838,Male,III
14040,Student_14040,Female,I
8997,Student_8997,Female,II
14435,Student_14435,Other,III
2732,Student_2732,Female,I
14184,Student_14184,Other,II
10966,Student_10966,Other,III
8155,Student_8155,Other,I
9763,Student_9763,Male,II
5057,Student_5057,Other,III
14949,Student_14949,Other,I
8111,Student_8111,Female,II
13774,Student_13774,Female,III
10883,Student_10883,Male,I
3841,Student_3841,Male,II
1029,Student_1029,Male,III
7386,Student_7386,Female,I
503,Student_503,Other,II
6911,Student_6911,Other,III
12686,Student_12686,Other,I
9063,Student_9063,Female,II
6939,Student_6939,Female,III
4489,Student_4489,Other,I
207,Student_207,Female,II
5135,Student_5135,Male,III
5978,Student_5978,Other,I
7722,Student_7722,Other,II
7036,Student_7036,Female,III
1485,Student_1485,Male,I
7859,Student_7859,Other,II
864,Student_864,Female,III
2791,Student_2791,Female,I
7409,Student_7409,Female,II
8756,Student_8756,Male,III
5117,Student_5117,Other,I
12384,Student_12384,Other,II
6020,Student_6020,Other,III
1758,Student_1758,Female,I
14821,Student_14821,Other,II
7575,Student_7575,Other,III
6375,Student_6375,Other,I
6893,Student_6893,Female,II
1679,Student_1679,Female,III
3243,Student_3243,Male,I
4637,Student_4637,Female,II
1060,Student_1060,Female,III
6669,Student_6669,Female,I
13472,Student_13472,Female,II
9915,Student_9915,Other,III
11507,Student_11507,Male,I
3158,Student_3158,Male,II
5916,Student_5916,Male,III
10818,Student_10818,Male,I
10922,Student_10922,Male,II
14893,Student_14893,Male,III
9790,Student_9790,Male,I
11253,Student_11253,Other,II
2694,Student_2694,Other,III
13084,Student_13084,Other,I
13340,Student_13340,Other,II
13932,Student_13932,Female,III
3628,Student_3628,Female,I
9556,Student_9556,Female,II
10174,Student_10174,Male,III
5451,Student_5451,Female,I
1664,Student_1664,Female,II
9722,Student_9722,Male,III
10231,Student_10231,Other,I
5593,Student_5593,Female,II
11495,Student_11495,Male,III
10430,Student_10430,Male,I
7393,Student_7393,Male,II
13697,Student_13697,Other,III
13689,Student_13689,Female,I
1307,Student_1307,Female,II
12222,Student_12222,Other,III
6777,Student_6777,Male,I
10868,Student_10868,Other,II
13261,Student_13261,Female,III
5865,Student_5865,Female,I
9475,Student_9475,Other,II
7527,Student_7527,Male,III
8902,Student_8902,Other,I
5576,Student_5576,Other,II
5531,Student_5531,Other,III
12937,Student_12937,Male,I
4414,Student_4414,Other,II
3749,Student_3749,Female,III
13546,Student_13546,Other,I
12972,Student_12972,Female,II
664,Student_664,Other,III
1999,Student_1999,Female,I
7995,Student_7995,Female,II
11638,Student_11638,Other,III
11936,Student_11936,Other,I
13920,Student_13920,Female,II
1496,Student_1496,Male,III
3305,Student_3305,Other,I
3764,Student_3764,Female,II
5233,Student_5233,Female,III
1854,Student_1854,Other,I
13809,Student_13809,Male,II
6586,Student_6586,Female,III
12852,Student_12852,Female,I
1292,Student_1292,Female,II
3582,Student_3582,Female,III
11650,Student_11650,Female,I
7555,Student_7555,Female,II
7281,Student_7281,Other,III
1637,Student_1637,Other,I
3697,Student_3697,Other,II
11192,Student_11192,Female,III
11345,Student_11345,Male,I
699,Student_699,Male,II
10353,Student_10353,Female,III
12290,Student_12290,Male,I
4738,Student_4738,Male,II
14556,Student_14556,Male,III
13878,Student_13878,Female,I
855,Student_855,Other,II
8165,Student_8165,Other,III
5856,Student_5856,Other,I
7393,Student_7393,Male,II
6529,Student_6529,Male,III
11667,Student_11667,Male,I
13950,Student_13950,Female,II
5250,Student_5250,Male,III
5173,Student_5173,Female,I
1708,Student_1708,Male,II
10970,Student_10970,Female,III
5792,Student_5792,Female,I
9926,Student_9926,Male,II
5536,Student_5536,Male,III
14583,Student_14583,Male,I
4932,Student_4932,Male,II
3511,Student_3511,Male,III
203,Student_203,Male,I
11448,Student_11448,Male,II
4219,Student_4219,Male,III
12689,Student_12689,Female,I
8959,Student_8959,Female,II
4390,Student_4390,Female,III
2328,Student_2328,Other,I
8005,Student_8005,Other,II
2932,Student_2932,Male,III
7778,Student_7778,Male,I
198,Student_198,Female,II
7126,Student_7126,Male,III
1931,Student_1931,Female,I
11775,Student_11775,Other,II
6288,Student_6288,Other,III
8801,Student_8801,Female,I
11465,Student_11465,Other,II
9340,Student_9340,Female,III
4283,Student_4283,Male,I
11590,Student_11590,Male,II
2512,Student_2512,Male,III
9987,Student_9987,Other,I
660,Student_660,Male,II
2812,Student_2812,Male,III
7099,Student_7099,Other,I
14244,Student_14244,Female,II
6547,Student_6547,Other,III
9562,Student_9562,Male,I
1987,Student_1987,Male,II
13823,Student_13823,Male,III
8339,Student_8339,Female,I
11412,Student_11412,Female,II
2912,Student_2912,Female,III
1735,Student_1735,Male,I
1844,Student_1844,Other,II
8681,Student_8681,Female,III
2977,Student_2977,Male,I
1960,Student_1960,Other,II
5760,Student_5760,Male,III
6695,Student_6695,Female,I
2386,Student_2386,Male,II
11112,Student_11112,Male,III
4737,Student_4737,Male,I
1803,Student_1803,Female,II
8156,Student_8156,Male,III
8121,Student_8121,Male,I
6617,Student_6617,Female,II
14258,Student_14258,Other,III
14487,Student_14487,Male,I
5535,Student_5535,Male,II
4062,Student_4062,Female,III
11562,Student_11562,Male,I
13923,Student_13923,Other,II
263,Student_263,Female,III
14076,Student_14076,Other,I
6288,Student_6288,Other,II
14682,Student_14682,Male,III
8816,Student_8816,Other,I
9209,Student_9209,Male,II
11836,Student_11836,Female,III
13169,Student_13169,Other,I
2050,Student_2050,Male,II
5424,Student_5424,Female,III
14590,Student_14590,Female,I
11916,Student_11916,Other,II
4549,Student_4549,Female,III
3109,Student_3109,Male,I
13472,Student_13472,Female,II
12283,Student_12283,Male,III
7159,Student_7159,Other,I
10249,Student_10249,Male,II
7401,Student_7401,Other,III
3171,Student_3171,Male,I
9875,Student_9875,Other,II
2256,Student_2256,Other,III
1155,Student_1155,Other,I
4500,Student_4500,Male,II
6296,Student_6296,Other,III
6198,Student_6198,Male,I
11384,Student_11384,Other,II
9889,Student_9889,Male,III
12184,Student_12184,Female,I
12916,Student_12916,Female,II
12875,Student_12875,Female,III
1649,Student_1649,Female,I
5540,Student_5540,Male,II
9638,Student_9638,Female,III
4200,Student_4200,Female,I
12116,Student_12116,Other,II
8446,Student_8446,Female,III
11376,Student_11376,Male,I
2558,Student_2558,Other,II
5593,Student_5593,Female,III
99,Student_99,Other,I
2201,Student_2201,Other,II
14173,Student_14173,Male,III
2962,Student_2962,Female,I
14208,Student_14208,Other,II
4974,Student_4974,Other,III
4434,Student_4434,Male,I
11970,Student_11970,Female,II
2870,Student_2870,Other,III
11427,Student_11427,Female,I
11984,Student_11984,Other,II
957,Student_957,Female,III
13993,Student_13993,Male,I
12260,Student_12260,Female,II
8353,Student_8353,Female,III
5700,Student_5700,Other,I
6945,Student_6945,Other,II
4494,Student_4494,Female,III
9493,Student_9493,Male,I
4912,Student_4912,Female,II
3988,Student_3988,Female,III
9720,Student_9720,Other,I
6016,Student_6016,Male,II
13704,Student_13704,Other,III
13447,Student_13447,Male,I
1219,Student_1219,Female,II
4497,Student_4497,Female,III
4736,Student_4736,Other,I
11297,Student_11297,Other,II
10928,Student_10928,Other,III
4556,Student_4556,Female,I
9147,Student_9147,Other,II
8051,Student_8051,Male,III
12758,Student_12758,Other,I
3447,Student_3447,Male,II
1046,Student_1046,Other,III
6894,Student_6894,Other,I
1694,Student_1694,Female,II
14374,Student_14374,Male,III
14566,Student_14566,Female,I
3437,Student_3437,Male,II
8755,Student_8755,Male,III
10678,Student_10678,Female,I
5896,Student_5896,Male,II
3355,Student_3355,Male,III
14363,Student_14363,Male,I
226,Student_226,Other,II
4894,Student_4894,Other,III
14620,Student_14620,Male,I
7023,Student_7023,Female,II
9152,Student_9152,Other,III
5601,Student_5601,Other,I
12741,Student_12741,Male,II
11260,Student_11260,Male,III
7997,Student_7997,Male,I
9008,Student_9008,Other,II
12947,Student_12947,Male,III
7684,Student_7684,Male,I
4643,Student_4643,Other,II
13504,Student_13504,Male,III
11313,Student_11313,Female,I
7680,Student_7680,Male,II
8209,Student_8209,Female,III
7340,Student_7340,Other,I
9436,Student_9436,Female,II
2206,Student_2206,Male,III
10717,Student_10717,Other,I
1070,Student_1070,Male,II
3445,Student_3445,Male,III
10758,Student_10758,Female,I
14435,Student_14435,Other,II
14057,Student_14057,Male,III
1061,Student_1061,Male,I
2328,Student_2328,Other,II
3421,Student_3421,Male,III
14833,Student_14833,Other,I
302,Student_302,Other,II
12469,Student_12469,Female,III
607,Student_607,Other,I
3171,Student_3171,Male,II
700,Student_700,Other,III
5089,Student_5089,Male,I
9332,Student_9332,Male,II
191,Student_191,Other,III
10493,Student_10493,Other,I
981,Student_981,Male,II
2976,Student_2976,Other,III
6103,Student_6103,Male,I
1185,Student_1185,Male,II
3328,Student_3328,Female,III
3395,Student_3395,Male,I
8320,Student_8320,Other,II
10258,Student_10258,Male,III
1817,Student_1817,Other,I
5855,Student_5855,Female,II
6710,Student_6710,Other,III
570,Student_570,Female,I
5443,Student_5443,Male,II
1896,Student_1896,Other,III
2734,Student_2734,Male,I
3864,Student_3864,Male,II
12914,Student_12914,Male,III
7456,Student_7456,Other,I
4015,Student_4015,Other,II
11094,Student_11094,Female,III
1687,Student_1687,Other,I
3010,Student_3010,Male,II
7807,Student_7807,Male,III
155,Student_155,Female,I
10730,Student_10730,Female,II
1410,Student_1410,Male,III
12250,Student_12250,Male,I
785,Student_785,Female,II
11368,Student_11368,Male,III
8097,Student_8097,Female,I
7561,Student_7561,Other,II
12534,Student_12534,Female,III
7344,Student_7344,Other,I
7207,Student_7207,Other,II
5597,Student_5597,Male,III
5802,Student_5802,Other,I
2807,Student_2807,Other,II
538,Student_538,Other,III
5987,Student_5987,Female,I
1842,Student_1842,Male,II
13209,Student_13209,Female,III
10648,Student_10648,Female,I
8717,Student_8717,Female,II
6972,Student_6972,Male,III
5626,Student_5626,Female,I
2951,Student_2951,Other,II
7993,Student_7993,Other,III
12324,Student_12324,Female,I
4781,Student_4781,Male,II
12308,Student_12308,Female,III
2369,Student_2369,Female,I
12040,Student_12040,Female,II
6656,Student_6656,Female,III
8174,Student_8174,Other,I
4496,Student_4496,Other,II
10894,Student_10894,Male,III
9164,Student_9164,Other,I
6003,Student_6003,Other,II
6615,Student_6615,Female,III
9359,Student_9359,Female,I
13404,Student_13404,Other,II
13122,Student_13122,Male,III
5920,Student_5920,Female,I
10967,Student_10967,Other,II
10175,Student_10175,Female,III
854,Student_854,Male,I
4147,Student_4147,Male,II
11929,Student_11929,Male,III
3770,Student_3770,Female,I
575,Student_575,Other,II
11454,Student_11454,Female,III
1149,Student_1149,Other,I
6294,Student_6294,Female,II
6458,Student_6458,Other,III
14906,Student_14906,Female,I
7510,Student_7510,Female,II
14641,Student_14641,Other,III
9908,Student_9908,Other,I
4778,Student_4778,Male,II
13126,Student_13126,Other,III
3855,Student_3855,Male,I
13366,Student_13366,Female,II
2492,Student_2492,Female,III
10853,Student_10853,Other,I
14600,Student_14600,Female,II
3125,Student_3125,Female,III
5692,Student_5692,Other,I
3052,Student_3052,Female,II
5,Student_5,Female,III
5223,Student_5223,Female,I
5316,Student_5316,Other,II
4870,Student_4870,Other,III
877,Student_877,Male,I
9184,Student_9184,Male,II
7028,Student_7028,Male,III
4143,Student_4143,Male,I
6967,Student_6967,Other,II
7080,Student_7080,Other,III
7988,Student_7988,Male,I
6800,Student_6800,Male,II
12557,Student_12557,Male,III
4466,Student_4466,Other,I
636,Student_636,Female,II
13418,Student_13418,Male,III
1694,Student_1694,Female,I
9875,Student_9875,Other,II
4753,Student_4753,Male,III
8312,Student_8312,Female,I
831,Student_831,Other,II
14099,Student_14099,Female,III
11868,Student_11868,Other,I
5178,Student_5178,Male,II
14263,Student_14263,Other,III
9562,Student_9562,Male,I
8933,Student_8933,Other,II
8309,Student_8309,Other,III
5950,Student_5950,Female,I
2839,Student_2839,Other,II
1151,Student_1151,Male,III
7561,Student_7561,Other,I
1932,Student_1932,Female,II
9205,Student_9205,Other,III
1665,Student_1665,Other,I
1082,Student_1082,Male,II
12922,Student_12922,Other,III
513,Student_513,Female,I
11042,Student_11042,Other,II
13408,Student_13408,Other,III
7806,Student_7806,Male,I
5238,Student_5238,Female,II
560,Student_560,Other,III
3673,Student_3673,Female,I
12776,Student_12776,Other,II
7405,Student_7405,Other,III
13185,Student_13185,Female,I
3344,Student_3344,Other,II
13501,Student_13501,Male,III
4071,Student_4071,Other,I
12992,Student_12992,Male,II
9663,Student_9663,Male,III
581,Student_581,Female,I
7005,Student_7005,Other,II
10487,Student_10487,Female,III
8131,Student_8131,Other,I
3148,Student_3148,Other,II
4250,Student_4250,Other,III
1680,Student_1680,Other,I
3507,Student_3507,Other,II
13285,Student_13285,Other,III
7254,Student_7254,Female,I
2745,Student_2745,Male,II
11549,Student_11549,Male,III
12238,Student_12238,Male,I
9436,Student_9436,Female,II
5189,Student_5189,Male,III
11311,Student_11311,Female,I
13297,Student_13297,Other,II
2142,Student_2142,Female,III
14062,Student_14062,Male,I
13246,Student_13246,Female,II
11252,Student_11252,Male,III
12741,Student_12741,Male,I
13516,Student_13516,Female,II
11152,Student_11152,Other,III
10458,Student_10458,Female,I
6618,Student_6618,Male,II
2480,Student_2480,Female,III
6485,Student_6485,Female,I
12839,Student_12839,Male,II
9828,Student_9828,Other,III
13601,Student_13601,Female,I
7422,Student_7422,Female,II
9950,Student_9950,Female,III
4453,Student_4453,Male,I
10263,Student_10263,Female,II
5882,Student_5882,Male,III
6666,Student_6666,Male,I
14070,Student_14070,Other,II
2850,Student_2850,Female,III
11444,Student_11444,Other,I
7391,Student_7391,Male,II
6906,Student_6906,Female,III
11923,Student_11923,Male,I
2490,Student_2490,Female,II
9824,Student_9824,Other,III
11009,Student_11009,Other,I
9208,Student_9208,Female,II
9541,Student_9541,Other,III
4612,Student_4612,Other,I
11280,Student_11280,Other,II
2840,Student_2840,Other,III
8528,Student_8528,Male,I
5879,Student_5879,Other,II
14594,Student_14594,Female,III
12785,Student_12785,Female,I
9088,Student_9088,Male,II
6304,Student_6304,Female,III
11739,Student_11739,Female,I
852,Student_852,Male,II
1688,Student_1688,Female,III
10124,Student_10124,Female,I
6834,Student_6834,Female,II
11939,Student_11939,Other,III
2428,Student_2428,Other,I
9761,Student_9761,Male,II
4001,Student_4001,Female,III
5053,Student_5053,Male,I
2739,Student_2739,Female,II
11691,Student_11691,Other,III
5733,Student_5733,Other,I
5388,Student_5388,Female,II
8003,Student_8003,Other,III
5537,Student_5537,Female,I
13480,Student_13480,Male,II
3914,Student_3914,Male,III
1067,Student_1067,Other,I
7724,Student_7724,Female,II
4381,Student_4381,Male,III
10637,Student_10637,Other,I
4108,Student_4108,Male,II
5727,Student_5727,Other,III
3374,Student_3374,Other,I
12162,Student_12162,Female,II
10739,Student_10739,Female,III
8946,Student_8946,Other,I
2083,Student_2083,Female,II
10967,Student_10967,Other,III
11089,Student_11089,Female,I
12378,Student_12378,Female,II
8968,Student_8968,Male,III
6749,Student_6749,Female,I
9818,Student_9818,Female,II
11262,Student_11262,Female,III
418,Student_418,Female,I
8307,Student_8307,Male,II
8809,Student_8809,Other,III
3975,Student_3975,Male,I
3268,Student_3268,Female,II
826,Student_826,Female,III
7669,Student_7669,Male,I
5746,Student_5746,Male,II
9709,Student_9709,Female,III
11339,Student_11339,Other,I
413,Student_413,Male,II
7544,Student_7544,Male,III
7588,Student_7588,Female,I
729,Student_729,Male,II
11541,Student_11541,Other,III
7165,Student_7165,Other,I
11001,Student_11001,Male,II
8868,Student_8868,Female,III
11658,Student_11658,Male,I
5989,Student_5989,Other,II
2505,Student_2505,Other,III
2968,Student_2968,Other,I
14528,Student_14528,Male,II
2787,Student_2787,Male,III
1123,Student_1123,Male,I
4080,Student_4080,Male,II
1572,Student_1572,Male,III
5074,Student_5074,Other,I
5105,Student_5105,Male,II
2144,Student_2144,Other,III
9880,Student_9880,Female,I
6807,Student_6807,Female,II
7358,Student_7358,Other,III
12325,Student_12325,Other,I
12044,Student_12044,Other,II
3441,Student_3441,Male,III
3767,Student_3767,Female,I
5645,Student_5645,Other,II
10519,Student_10519,Female,III
14553,Student_14553,Male,I
2915,Student_2915,Other,II
4969,Student_4969,Other,III
5918,Student_5918,Female,I
13585,Student_13585,Female,II
12145,Student_12145,Female,III
14398,Student_14398,Female,I
8788,Student_8788,Other,II
14192,Student_14192,Female,III
729,Student_729,Male,I
1366,Student_1366,Female,II
4493,Student_4493,Male,III
699,Student_699,Male,I
7187,Student_7187,Other,II
14513,Student_14513,Male,III
13924,Student_13924,Female,I
396,Student_396,Other,II
14781,Student_14781,Other,III
7401,Student_7401,Other,I
8083,Student_8083,Female,II
4172,Student_4172,Other,III
4361,Student_4361,Female,I
2503,Student_2503,Female,II
10012,Student_10012,Male,III
718,Student_718,Other,I
2783,Student_2783,Male,II
4947,Student_4947,Female,III
11770,Student_11770,Female,I
5487,Student_5487,Other,II
8336,Student_8336,Other,III
4981,Student_4981,Female,I
11333,Student_11333,Other,II
7267,Student_7267,Male,III
4492,Student_4492,Other,I
7193,Student_7193,Male,II
11131,Student_11131,Male,III
5589,Student_5589,Other,I
7652,Student_7652,Female,II
3637,Student_3637,Other,III
11415,Student_11415,Female,I
1168,Student_1168,Female,II
10809,Student_10809,Other,III
1063,Student_1063,Other,I
2157,Student_2157,Male,II
7861,Student_7861,Female,III
5162,Student_5162,Female,I
5306,Student_5306,Male,II
11175,Student_11175,Male,III
6542,Student_6542,Male,I
11487,Student_11487,Male,II
4730,Student_4730,Male,III
9349,Student_9349,Male,I
7331,Student_7331,Other,II
5335,Student_5335,Female,III
8925,Student_8925,Male,I
4331,Student_4331,Other,II
8011,Student_8011,Male,III
6802,Student_6802,Male,I
4847,Student_4847,Other,II
6732,Student_6732,Male,III
7242,Student_7242,Other,I
954,Student_954,Other,II
2540,Student_2540,Male,III
7057,Student_7057,Female,I
11517,Student_11517,Male,II
11494,Student_11494,Other,III
1543,Student_1543,Female,I
5294,Student_5294,Male,II
13965,Student_13965,Male,III
1192,Student_1192,Other,I
6314,Student_6314,Other,II
13705,Student_13705,Female,III
11186,Student_11186,Female,I
6939,Student_6939,Female,II
2682,Student_2682,Male,III
9410,Student_9410,Female,I
1541,Student_1541,Other,II
6173,Student_6173,Male,III
11429,Student_11429,Male,I
5542,Student_5542,Other,II
10579,Student_10579,Male,III
11912,Student_11912,Female,I
13808,Student_13808,Other,II
9581,Student_9581,Female,III
10049,Student_10049,Male,I
1366,Student_1366,Female,II
8692,Student_8692,Female,III
9873,Student_9873,Other,I
8703,Student_8703,Male,II
7495,Student_7495,Other,III
4313,Student_4313,Male,I
1325,Student_1325,Male,II
9348,Student_9348,Female,III
10020,Student_10020,Other,I
3142,Student_3142,Male,II
7420,Student_7420,Male,III
3487,Student_3487,Other,I
1811,Student_1811,Other,II
6589,Student_6589,Male,III
2924,Student_2924,Female,I
5302,Student_5302,Female,II
10407,Student_10407,Female,III
4187,Student_4187,Male,I
8906,Student_8906,Male,II
5978,Student_5978,Other,III
11795,Student_11795,Female,I
12327,Student_12327,Male,II
11715,Student_11715,Male,III
4269,Student_4269,Male,I
4749,Student_4749,Other,II
4850,Student_4850,Male,III
9436,Student_9436,Female,I
3710,Student_3710,Other,II
9274,Student_9274,Female,III
13972,Student_13972,Other,I
6620,Student_6620,Other,II
8648,Student_8648,Female,III
13117,Student_13117,Male,I
9087,Student_9087,Male,II
9577,Student_9577,Male,III
10151,Student_10151,Female,I
3073,Student_3073,Female,II
6531,Student_6531,Male,III
